Класс,Подкласс 1,Подкласс 2,Подкласс 3,Тип (%%),Наименование,Определение,Источник,Критерии определения подклассов,Примеры,Код класса по КСР,Примечания
,,,,AUA060,Молоток бурильный,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 12.02.2021),,,28.92.12.91.04.01-041 28.92.12.91.04.01-042 28.92.12.91.04.01-043 28.92.12.91.04.01-044 28.92.12.91.04.01-045 28.92.12.91.04.01-046,
,,,,AUA070,Установка для устройства лучевых дренажных скважин,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 12.02.2021),,,28.92.12.91.04.01-075,
,,,,AUA080,Гидровращатель (гидробур),,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 12.02.2021),,,28.92.12.91.04.01-090 28.92.12.91.04.01-092,
,,AUB,,,Установка направленного бурения,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 12.02.2021),,,91.04.02,
,,,,AUB010,Машина горизонтального бурения,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 12.02.2021),,,28.92.12.91.04.02-001,
,,,,AUB020,Установка горизонтального бурения,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 12.02.2021),,,28.92.12.91.04.02-021 28.92.12.91.04.02-022 28.92.12.91.04.02-023 28.92.12.91.04.02-024,
,,,,AUB030,Установка направленного бурения для бестраншейной прокладки,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 12.02.2021),,,28.92.12.91.04.02-031 28.92.12.91.04.02-032 28.92.12.91.04.02-033 28.92.12.91.04.02-034,
,,,,AUB040,Установка горизонтально-направленного бурения,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 12.02.2021),,,"28.92.12.91.04.02-500
28.92.12.91.04.02-501",
,,AUC,,,Установка ударно-канатного бурения,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 12.02.2021),,,91.04.03,
,,,,AUC010,Станок ударно-канатного бурения малогабаритный,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 12.02.2021),,,28.92.12.91.04.03-001,
,,,,AUC020,Станок ударно-канатного бурения,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 12.02.2021),,,28.92.12.91.04.03-011 28.92.12.91.04.03-012 28.92.12.91.04.03-013 28.92.12.91.04.03-500,
,AV,,,,"Cтанции компрессорные, компрессоры",,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 12.02.2021),,,91.18,
,,AVA,,,Компрессор,Энергетическая машина или устройство для повышения давления и перемещения газа или их смесей (рабочей среды).,,,,,ГОСТ 28567-90
,,,,AVA010,Компрессор передвижной,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 12.02.2021),,,91.18.01,
,,,,AVA020,Компрессор стационарный,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 12.02.2021),,,28.13.28.91.18.03-001,
,,,,AVA030,Компрессор переносной электрический,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 12.02.2021),,,28.13.28.91.18.03-504,
,,AVB,,,Станция компрессорная,"Компрессор (установка, станция), местоположение которого при эксплуатации не меняется",Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 12.02.2021),,,91.18.02,ГОСТ 28567-90
,,AVC,,,Оборудование прицепное для откачки воды,,,,,,
,,,,AVC010,Оборудование прицепное для откачки воды блок компрессорно-силовой с двигателем внутреннего сгорания,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 12.02.2021),,,28.13.28.91.18.03-011,
,,,,AVC020,Оборудование прицепное для откачки воды станция компрессорная передвижная с электродвигателем,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 12.02.2021),,,28.13.28.91.18.03-012,
,,AVD,,,Модуль фильтрационный,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 12.02.2021),,,28.29.12.91.18.03-506 28.29.12.91.18.03-508 28.29.12.91.18.03-510 28.29.12.91.18.03-512,
,,AVE,,,Установка пневматическая для очистки внутренних поверхностей трубопровода,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 12.02.2021),,,28.13.28.91.18.03-514,
,,AVF,,,Фильтр передвижной механический самоочищающийся кассетный с компрессором,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 12.02.2021),,,28.13.24.91.18.01-518,
,AW,,,,"Насосы, станции насосные, холодильные и замораживающие",,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 12.02.2021),,,91.19,
,,AWA,,,Насос,"Машина (механическое устройство), включающая в себя всасывающий и напорный присоединительные патрубки и выступающие части своих валов, предназначенная для создания потока жидкой среды",,,,,ГОСТ ISO 17769-2-2015
,,,,AWA010,Илосос,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 12.02.2021),,,91.19.01,
,,,,AWA020,Маслонасос,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 12.02.2021),,,91.19.02,
,,,,AWA030,Насос буровой,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 12.02.2021),,,91.19.04,
,,,,AWA040,Насос водоотлива из тоннелей,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 12.02.2021),,,91.19.05,
,,,,AWA050,Насос грязевый,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 12.02.2021),,,91.19.06,
,,,,AWA060,Насос для охлаждающей жидкости,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 12.02.2021),,,91.19.07,
,,,,AWA070,Насос перекачки воды,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 12.02.2021),,,91.19.08,
,,,,AWA080,Насос вакуумный,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 12.02.2021),,,"28.13.21.91.19.12-021
28.13.21.91.19.12-022",
,,,,AWA090,Насос струйный высокого давления,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 12.02.2021),,," 
28.12.13.91.19.12-023",
,,,,AWA100,Насос для подмыва грунта,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 12.02.2021),,,28.92.30.91.19.12-042,
,,,,AWA110,Насос фекальный,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 12.02.2021),,,28.12.13.91.19.12-044,
,,,,AWA120,Мотопомпа,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 12.02.2021),,,28.13.14.91.19.12-504,
,,AWB,,,Насосная станция,Комплекс гидротехнических сооружений и оборудования для подъема воды насосами.,,,,,ГОСТ 19185-73
,,,,AWB010,Станция землесосная перекачки стационарная,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 12.02.2021),,,91.19.09,
,,,,AWB020,"Станция насосная, кроме плавучих",,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 12.02.2021),,,91.19.10,
,,,,AWB030,Маслостанция,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 12.02.2021),,,91.19.03,
,,,,AWB040,Станция насосная плавучая дизельная,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 12.02.2021),,,28.92.21.91.19.12-510,
