code,level_1,level_2,level_3,param_1,param_2,param_3
ВР 20 55 11,,,Усиление железобетонных колонн стальными обоймами,3.9-45-1,Обойма колонны,готовое изделие
ВР 20 55 12,,,"Усиление металлических конструкций верхнего пояса стропильных и подстропильных ферм, решетчатых ригелей профильной сталью",3.9-46-1,"Стропильная ферма
Подстропильная ферма
Ригель",готовое изделие
ВР 20 55 13,,,"Усиление металлических конструкций нижнего пояса стропильных и подстропильных ферм, решетчатых ригелей профильной сталью",3.9-46-2,"Стропильная ферма
Подстропильная ферма
Ригель",готовое изделие
ВР 20 55 14,,,"Усиление металлических конструкций решетки стропильных и подстропильных ферм, решетчатых ригелей профильной сталью",3.9-46-3,"Стропильная ферма
Подстропильная ферма
Ригель",готовое изделие
ВР 20 55 15,,,"Усиление металлических конструкций нижнего пояса стропильных и подстропильных ферм, решетчатых ригелей шпренгелем",3.9-46-4,"Стропильная ферма
Подстропильная ферма
Ригель",готовое изделие
ВР 20 55 16,,,"Усиление металлических конструкций решетки стропильных и подстропильных ферм, решетчатых ригелей шпренгелем",3.9-46-5,"Стропильная ферма
Подстропильная ферма
Ригель",готовое изделие
ВР 20 55 17,,,"Ультразвуковой контроль качества сварных соединений, положение шва нижнее и вертикальное","3.9-71-1
3.9-71-2
3.9-71-3
3.9-71-4","Все металлоконструкции
в соответствии с разделом ПОС",готовое изделие
ВР 20 55 18,,,"Ультразвуковой контроль качества сварных соединений, положение шва потолочное","3.9-71-5
3.9-71-6
3.9-71-7
3.9-71-8","Все металлоконструкции
в соответствии с разделом ПОС",готовое изделие
ВР 30,Устройство полов,,,,,
ВР 30 05,,Устройство основания и изоляции полов,,,,
ВР 30 05 01,,,Уплотнение грунта гравием,3.11-1-1,Основание пола,все
ВР 30 05 02,,,Уплотнение грунта щебнем,3.11-1-2,Основание пола,все
ВР 30 05 03,,,Устройство уплотняемых трамбовками подстилающих слоев песчаных,3.11-2-1,Основание пола,все
ВР 30 05 04,,,Устройство уплотняемых трамбовками подстилающих слоев гравийных,3.11-2-2,Основание пола,все
ВР 30 05 05,,,Устройство уплотняемых трамбовками подстилающих слоев щебеночных,3.11-2-3,Основание пола,все
ВР 30 05 06,,,Устройство уплотняемых трамбовками подстилающих слоев бетонных,3.11-2-4,Основание пола,все
