Класс,Подкласс 1,Подкласс 2,Подкласс 3,Подкласс 4,Тип (%%),Наименование,Определение,Источник,Критерии определения подклассов,Примеры,Код класса по ГЭСН,Примечания
,,,ECJC,,,Промывка трубы при заиливании не более 30% с отсасыванием воды и отвозкой на 35 км для восстановления канализационных трубопроводов полимерно-тканевыми рукавами.,,ГЭСНр 81-02-66-2020,,,,
,,,ECJD,,,Обследование сети телеустановкой для восстановления канализационных трубопроводов полимерно-тканевыми рукавами,,ГЭСНр 81-02-66-2020,,,,
,,,ECJE,,,Разбивка выступающей части присоединения в колодце для восстановления канализационных трубопроводов полимерно-тканевыми рукавами,,ГЭСНр 81-02-66-2020,,,,
,,,ECJF,,,Санирование полимерным чулком с прогревом для восстановления канализационных трубопроводов полимерно-тканевыми рукавами,,ГЭСНр 81-02-66-2020,,,,
,,,ECJG,,,Откачка технологических вод из колодцев для восстановления канализационных трубопроводов полимерно-тканевыми рукавами,,ГЭСНр 81-02-66-2020,,,,
,,,ECJH,,,Вырезка хвостовой части и лотка с отвозкой отходов от чулка для восстановления канализационных трубопроводов полимерно-тканевыми рукавами,,ГЭСНр 81-02-66-2020,,,,
,,,ECJJ,,,Телевизионное обследование чулка при восстановлении канализационных трубопроводов полимерно-тканевыми рукавами,,ГЭСНр 81-02-66-2020,,,,
,,,ECJK,,,Заделка сопряжений в Ж/Б колодцах после восстановления канализационных трубопроводов полимерно-тканевыми рукавами,,ГЭСНр 81-02-66-2020,,,,
,,ECK,,,,Бестраншейная замена канализационных трубопроводов на пластмассовые пневматическим пробойником с разрушающей гильзой и расширителем,,ГЭСНр 81-02-66-2020,По виду работ,,ГЭСНр 66-42,
,,,ECKA,,,Установка деревянных регулировочных блоков для бестраншейной замены канализационных трубопроводов на пластмассовые пневматическим пробойником с разрушающей гильзой и расширителем,,ГЭСНр 81-02-66-2020,,,,
,,,ECKB,,,Раскладка труб на поверхности со сваркой стыков для бестраншейной замены канализационных трубопроводов на пластмассовые пневматическим пробойником с разрушающей гильзой и расширителем,,ГЭСНр 81-02-66-2020,,,,
,,,ECKC,,,Монтаж оборудования для бестраншейной замены канализационных трубопроводов на пластмассовые пневматическим пробойником с разрушающей гильзой и расширителем,,ГЭСНр 81-02-66-2020,,,,
,,,ECKD,,,Демонтаж оборудования для бестраншейной замены канализационных трубопроводов на пластмассовые пневматическим пробойником с разрушающей гильзой и расширителем,,ГЭСНр 81-02-66-2020,,,,
,,,ECKE,,,Опускание пробойника с трубой в котлован для бестраншейной замены канализационных трубопроводов на пластмассовые пневматическим пробойником с разрушающей гильзой и расширителем,,ГЭСНр 81-02-66-2020,,,,
,,,ECKF,,,Протаскивание трубы при бестраншейной замене канализационных трубопроводов на пластмассовые пневматическим пробойником с разрушающей гильзой и расширителем,,ГЭСНр 81-02-66-2020,,,,
,,ECL,,,,Промывка канализационных сетей спецмашинами,,ГЭСНр 81-02-66-2020,По виду работ,,ГЭСНр 66-43,
,,,ECLA,,,Обход трассы с открыванием люков для промывки канализационных сетей спецмашинами,,ГЭСНр 81-02-66-2020,,,,
