Класс,Подкласс 1,Подкласс 2,Подкласс 3,Тип (%%),Наименование,Определение,Источник,Критерии определения подклассов,Примеры,Код класса по КСР,Код класса по МССК,Примечания,Синонимы,УИН
,,,,FBBA060,Краска на основе эпоксидных смол,,Приказ Минстроя России от 17.11.2022 N 969/пр,,,,,,,KSI170000610
,,,,FBBA070,Краска перхлорвиниловая,,Приказ Минстроя России от 17.11.2022 N 969/пр,,,14.4.02.07,,,,KSI170000611
,,,,FBBA080,Краска полиуретановая,,"Приказ Минстроя России от 17.11.2022 N 969/пр
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",,,,СТ 10 13 35 40,,,KSI170000612
,,,FBBB,,Краски на основе акриловых или виниловых полимеров в водной среде,"Жидкий пигментированный лакокрасочный материал, в котором лакокрасочной средой является дисперсия органического пленкообразующего вещества лакокрасочного материала в воде, образующая при нанесении на окрашиваемую поверхность непрозрачное лакокрасочное покрытие","ГОСТ 28246-2017
Приказ Минстроя России от 17.11.2022 N 969/пр
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",,,"14.3.02
",СТ 10 13 35 25,,,KSI170000613
,,,,FBBB010,Краска водно-дисперсионная акрилатная,,"ГОСТ 28196-89
Приказ Минстроя России от 17.11.2022 N 969/пр
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",,,14.3.02.01,СТ 10 13 35 10,,,KSI170000614
,,,,FBBB020,Краска водно-дисперсионная латексная,,"ГОСТ 28196-89
Приказ Минстроя России от 17.11.2022 N 969/пр
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",,,14.3.02.02,СТ 10 13 35 15,,,KSI170000615
,,,,FBBB030,Краска водно-дисперсионная поливинилацетатная,,"ГОСТ 28196-89
Приказ Минстроя России от 17.11.2022 N 969/пр
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",,,14.3.02.03,СТ 10 13 35 45,,,KSI170000616
,,,,FBBB040,Краска водно-дисперсионная стирол-бутадиеновая,,"ГОСТ 28196-89
Приказ Минстроя России от 17.11.2022 N 969/пр",,,,,,,KSI170000617
,,,,FBBB050,Краска водо-дисперсионная силикатная,,"ГОСТ 28196-89
Приказ Минстроя России от 17.11.2022 N 969/пр
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",,,14.3.02.05,СТ 10 13 35 35,,,KSI170000618
,,,FBBC,,Краска порошковая полимерная,,"ГОСТ 30763-2001
Приказ Минстроя России от 17.11.2022 N 969/пр",,,14.5.03.01,,,,KSI170000619
,,FBC,,,Эмали,"Жидкий или пастообразный пигментированный лакокрасочный материал, в котором лакокрасочной средой является раствор пленкообразующего вещества лакокрасочного материала в органических растворителях, образующий непрозрачное лакокрасочное покрытие при нанесении на окрашиваемую поверхность","ГОСТ 28246-2017
Приказ Минстроя России от 17.11.2022 N 969/пр",По виду материала,,"14.4.04
",,,,KSI170000620
,,,,FBC010,Нитроэмаль,"Суспензия СВП (пигмент развальцованный с нитроцеллюлозой, пластификатором и диспергатором) в растворе коллоксилина и алкидной смолы в смеси органических растворителей с добавлением пластификаторов","ГОСТ 6631-74
Приказ Минстроя России от 17.11.2022 N 969/пр",,,14.4.04.01,,,,KSI170000621
,,,,FBC020,Эмаль акриловая,,Приказ Минстроя России от 17.11.2022 N 969/пр,,,,,,,KSI170000622
,,,,FBC030,Эмаль алкидная,,Приказ Минстроя России от 17.11.2022 N 969/пр,,,14.4.04.03,,,,KSI170000623
,,,,FBC040,Эмаль кремнийорганическая,,Приказ Минстроя России от 17.11.2022 N 969/пр,,,14.4.04.04,,,,KSI170000624
,,,,FBC050,Эмаль на основе меламиноформальдегидных смол,,Приказ Минстроя России от 17.11.2022 N 969/пр,,,,,,,KSI170000625
,,,,FBC060,Эмаль на основе хлорсульфированного полиэтилена,,Приказ Минстроя России от 17.11.2022 N 969/пр,,,14.4.04.06,,,,KSI170000626
,,,,FBC070,Эмаль нитроцеллюлозная,,Приказ Минстроя России от 17.11.2022 N 969/пр,,,14.4.04.07,,,,KSI170000627
,,,,FBC080,Эмаль пентафталевая,,Приказ Минстроя России от 17.11.2022 N 969/пр,,,14.4.04.08,,,,KSI170000628
,,,,FBC090,Эмаль перхлорвиниловая,,Приказ Минстроя России от 17.11.2022 N 969/пр,,,14.4.04.09,,,,KSI170000629
,,,,FBC100,Эмаль полиуретановая,,Приказ Минстроя России от 17.11.2022 N 969/пр,,,14.4.04.10,,,,KSI170000630
,,,,FBC110,Эмаль химостойкая,,Приказ Минстроя России от 17.11.2022 N 969/пр,,,14.4.04.11,,,,KSI170000631
,,,,FBC120,Эмаль эпоксидная,,Приказ Минстроя России от 17.11.2022 N 969/пр,,,14.4.04.12,,,,KSI170000632
,,FBD,,,Олифы синтетические,,"ГОСТ 190-78
Приказ Минстроя России от 17.11.2022 N 969/пр",По виду материала,,14.5.05.01,,,,KSI170000633
,,FBE,,,Шпатлевки,"Лакокрасочный материал с высоким содержанием наполнителя, который наносят на окрашиваемую поверхность перед окрашиванием для выравнивания неровностей или получения гладкой ровной поверхности","ГОСТ 28246-2017
Приказ Минстроя России от 17.11.2022 N 969/пр",По виду материала,,"14.5.11
",,,,KSI170000634
,,,,FBE010,Шпатлевка масляно-клеевая,,Приказ Минстроя России от 17.11.2022 N 969/пр,,,14.5.11.01,,,,KSI170000635
,,,,FBE020,Шпатлевка на акриловой основе,,Приказ Минстроя России от 17.11.2022 N 969/пр,,,14.5.11.02,,,,KSI170000636
,,,,FBE030,Шпатлевка на основе гипса,,Приказ Минстроя России от 17.11.2022 N 969/пр,,,14.5.11.03,,,,KSI170000637
,,,,FBE040,Шпатлевка на основе полимеров,,Приказ Минстроя России от 17.11.2022 N 969/пр,,,14.5.11.04,,,,KSI170000638
,,,,FBE050,Шпатлевка на основе синтетической смолы,,Приказ Минстроя России от 17.11.2022 N 969/пр,,,,,,,KSI170000639
,,,,FBE060,Шпатлевка на основе цемента,,Приказ Минстроя России от 17.11.2022 N 969/пр,,,,,,,KSI170000640
,,,,FBE070,Шпатлевка нитроцеллюлозная,,Приказ Минстроя России от 17.11.2022 N 969/пр,,,14.5.11.07,,,,KSI170000641
,,,,FBE080,Шпатлевка перхлорвиниловая,,Приказ Минстроя России от 17.11.2022 N 969/пр,,,14.5.11.08,,,,KSI170000642
,,,,FBE090,Шпатлевка эпоксидная,,Приказ Минстроя России от 17.11.2022 N 969/пр,,,14.5.11.09,,,,KSI170000643
,,FBF,,,Грунтовки,"Лакокрасочный материал, образующий при нанесении на окрашиваемую поверхность непрозрачное или прозрачное однородное лакокрасочное покрытие с хорошей адгезией к окрашиваемой поверхности и следующим слоям и предназначенный для улучшения свойств лакокрасочной системы","ГОСТ 28246-2017
Приказ Минстроя России от 17.11.2022 N 969/пр",По виду материала,,"14.3.01
14.4.01",,,,KSI170000644
