Класс,Подкласс 1,Подкласс 2,Подкласс 3,Подкласс 4,Подкласс 5,Тип (%%),Наименование,Определение,Источник,Критерии определения подклассов,Примеры,Код класса по ГЭСН,Примечание,Синонимы,УИН
,,LCS,,,,,Устройство поперечных дренажных прорезей при устройстве водосборных сооружений,,ГЭСН 81-02-27-2020,,,"ГЭСН 27-02-020 
ГЭСН 27-02-021",,,KSI110002001
,,LCT,,,,,Укладка геотекстильного полотна при устройстве водосборных сооружений,,ГЭСН 81-02-27-2020,,,,,,KSI110002002
,,LCU,,,,,Разравнивание основания при устройстве водосборных сооружений,,ГЭСН 81-02-27-2020,,,,,,KSI110002003
,,LCV,,,,,Устройство песчаного основания при устройстве водосборных сооружений,,ГЭСН 81-02-27-2020,,,,,,KSI110002004
,,LCW,,,,,Уплотнение основания при устройстве водосборных сооружений,,ГЭСН 81-02-27-2020,,,,,,KSI110002005
,,LCX,,,,,Установка соединительных муфт при устройстве водосборных сооружений,,ГЭСН 81-02-27-2020,,,,,,KSI110002006
,,LCY,,,,,Оборачивание слоя щебня геотекстильным полотном при устройстве водосборных сооружений,,ГЭСН 81-02-27-2020,,,,,,KSI110002007
,LD,,,,,,Подготовка существующих оснований и покрытий под черные щебеночные (гравийные) и асфальтобетонные покрытия (при реконструкции),,ГЭСН 81-02-27-2020,по виду работ,,,,,KSI110002008
,,LDA,,,,,Разборка существующих сооружений автомобильных дорог,,ГЭСН 81-02-27-2020 ,по виду работ,,,,,KSI110002009
,,,LDAA,,,,Разборка покрытий и оснований существующих автомобильных дорог,,ГЭСН 81-02-27-2020,,,ГЭСН 27-03-008,,,KSI110002010
,,,,LDAAA,,,Очистка покрытия или основания при разборке существующих автомобильных дорог,,ГЭСН 81-02-27-2020,,,,,,KSI110002011
,,,,LDAAB,,,Разборка покрытия и основания при разборке существующих автомобильных дорог,,ГЭСН 81-02-27-2020,,,,,,KSI110002012
,,,,LDAAC,,,"Сгребание материала, полученного от разборки существующих автомобильных дорог",,ГЭСН 81-02-27-2020,,,,,,KSI110002013
,,,,LDAAD,,,Сортировка камня с выборкой годной шашки при разборке автомобильных дорог,,ГЭСН 81-02-27-2020,,,,,,KSI110002014
,,,,LDAAE,,,"Оправка в штабеля материала, полученного при разборке существующих автомобильных дорог",,ГЭСН 81-02-27-2020,,,,,,KSI110002015
,,,LDAB,,,,Разборка бортовых камней при разборке существующих автомобильных дорог,,ГЭСН 81-02-27-2020,,,ГЭСН 27-03-010,,,KSI110002016
,,,LDAC,,,,Срезка поверхностного слоя асфальтобетонных дорожных покрытий,,ГЭСН 81-02-27-2020,,,"ГЭСН 27-03-011
ГЭСН 27-03-012",,,KSI110002017
,,LDB,,,,,Исправление профиля оснований автомобильных дорог,,ГЭСН 81-02-27-2020,по виду работ,,"ГЭСН 27-03-001
ГЭСН 27-03-002
ГЭСН 27-03-003",,,KSI110002018
,,,LDBA,,,,Очистка оснований при исправлении профиля оснований автомобильных дорог,,ГЭСН 81-02-27-2020,,,,,,KSI110002019
,,,LDBB,,,,Рыхление с поливкой водой при исправлении профиля оснований автомобильных дорог,,ГЭСН 81-02-27-2020,,,,,,KSI110002020
,,,LDBC,,,,Сгребание взрыхленного материала при исправлении профиля оснований автомобильных дорог,,ГЭСН 81-02-27-2020,,,,,,KSI110002021
,,,LDBD,,,,Перемещение разравниванием взрыхленного материала при исправлении профиля оснований автомобильных дорог,,ГЭСН 81-02-27-2020,,,,,,KSI110002022
,,,LDBE,,,,Разравнивание взрыхленного материала при исправлении профиля оснований автомобильных дорог,,ГЭСН 81-02-27-2020,,,,,,KSI110002023
,,,LDBF,,,,Россыпь новых материалов при исправлении профиля оснований автомобильных дорог,,ГЭСН 81-02-27-2020,,,,,,KSI110002024
,,,LDBG,,,,Разравнивание новых материалов при исправлении профиля оснований автомобильных дорог,,ГЭСН 81-02-27-2020,,,,,,KSI110002025
,,,LDBH,,,,Розлив вяжущего при исправлении профиля оснований автомобильных дорог,,ГЭСН 81-02-27-2020,,,,,,KSI110002026
,,,LDBJ,,,,Перемешивание смесей автогрейдером при исправлении профиля оснований автомобильных дорог,,ГЭСН 81-02-27-2020,,,,,,KSI110002027
,,,LDBK,,,,Введение извести при исправлении профиля оснований автомобильных дорог,,ГЭСН 81-02-27-2020,,,,,,KSI110002028
,,,LDBL,,,,Профилирование готовой смеси при исправлении профиля оснований автомобильных дорог,,ГЭСН 81-02-27-2020,,,,,,KSI110002029
,,,LDBM,,,,Укатка при исправлении профиля оснований автомобильных дорог,,ГЭСН 81-02-27-2020,,,,,,KSI110002030
,,,LDBN,,,,Уход за покрытием при исправлении профиля оснований автомобильных дорог,,ГЭСН 81-02-27-2020,,,,,,KSI110002031
,,,LDBP,,,,Укладка асфальтобетонной смеси при исправлении профиля оснований автомобильных дорог,,ГЭСН 81-02-27-2020,,,,,,KSI110002032
,LE,,,,,,Устройство подстилающих и выравнивающих слоев оснований автомобильных дорог,,ГЭСН 81-02-27-2020,по виду работ,,ГЭСН 27-04-001,,,KSI110002033
,,LEA,,,,,Планировка земляного полотна при устройстве подстилающих и выравнивающих слоев основания автомобильных дорог,,ГЭСН 81-02-27-2020,,,,,,KSI110002034
,,LEB,,,,,Планировка слоя смеси автогрейдером при устройстве подстилающих и выравнивающих слоев основания автомобильных дорог,,ГЭСН 81-02-27-2020,,,,,,KSI110002035
,,LEC,,,,,Прикатка земляного полотна с поливом водой при устройстве подстилающих и выравнивающих слоев основания автомобильных дорог,,ГЭСН 81-02-27-2020,,,,,,KSI110002036
,,LED,,,,,Россыпь материалов для подстилающих и выравнивающих слоев оснований автомобильных дорог,,ГЭСН 81-02-27-2020,,,,,,KSI110002037
,,LEE,,,,,Разравнивание материалов подстилающих и выравнивающих слоев оснований автомобильных дорог,,ГЭСН 81-02-27-2020,,,,,,KSI110002038
,,LEF,,,,,Уплотнение россыпей с поливкой водой при устройстве подстилающих и выравнивающих слоев основания автомобильных дорог,,ГЭСН 81-02-27-2020,,,,,,KSI110002039
,,LEG,,,,,Уход за покрытием подстилающих и выравнивающих слоев оснований автомобильных дорог,,ГЭСН 81-02-27-2020,,,,,,KSI110002040
,,LEH,,,,,Укатка россыпей при устройстве подстилающих и выравнивающих слоев основания автомобильных дорог,,ГЭСН 81-02-27-2020,,,,,,KSI110002041
,,LEJ,,,,,Устройство прослойки из нетканого синтетического материала при устройстве подстилающих и выравнивающих слоев основания автомобильных дорог,,ГЭСН 81-02-27-2020,,,,,,KSI110002042
,,LEK,,,,,Устройство теплоизоляционного слоя из пенопласта при устройстве подстилающих и выравнивающих слоев основания автомобильных дорог,,ГЭСН 81-02-27-2020,,,,,,KSI110002043
,,LEL,,,,,Устройство основания на крутых склонах при устройстве автомобильных дорог,,ГЭСН 81-02-27-2020,по виду работ в особых условиях,,,,,KSI110002044
,,,LELA,,,,Устройство металлической опалубки,,ГЭСН 81-02-27-2020,,,,,,KSI110002045
,,,LELB,,,,Укладка смеси вручную,,ГЭСН 81-02-27-2020,,,,,,KSI110002046
