Класс,Подкласс 1,Подкласс 2,Подкласс 3,Подкласс 4,Тип (%%),Наименование,Определение,Источник,Критерии определения подклассов,Примеры,Код класса по ГЭСН,Примечания,Синонимы,УИН
,,,BGCE,,,Установка печных приборов при большом ремонте печи,,ГЭСНр 81-02-60-2020,,,,,,KSI140000673
,,,BGCF,,,Промывка поверхности облицовки печей после большого ремонта печи,,ГЭСНр 81-02-60-2020,,,,,,KSI140000674
,,,BGCG,,,Протирка поверхности облицовки печей после большого ремонта печи,,ГЭСНр 81-02-60-2020,,,,,,KSI140000675
,,BGD,,,,Малый ремонт печей,,ГЭСНр 81-02-60-2020,По виду работ,,ГЭСНр 60-4 ,,,KSI140000676
,,,BGDA,,,Разборка поврежденных участков кладки при малом ремонте печей,,ГЭСНр 81-02-60-2020,,,,,,KSI140000677
,,,BGDB,,,Восстановление кладки разобранного участка при малом ремонте печей,,ГЭСНр 81-02-60-2020,,,,,,KSI140000678
,,,BGDC,,,Отделка поверхности ремонтируемого участка кладки при малом ремонте печей,,ГЭСНр 81-02-60-2020,,,,,,KSI140000679
,,BGE,,,,Перекладка частей русской печи,,ГЭСНр 81-02-60-2020,По виду работ,,ГЭСНр 60-5,,,KSI140000680
,,,BGEA,,,Разборка кладки частей русской печи,,ГЭСНр 81-02-60-2020,,,,,,KSI140000681
,,,BGEB,,,Восстановление разобранной кладки русской печи с добавлением нового кирпича,,ГЭСНр 81-02-60-2020,,,,,,KSI140000682
,,BGF,,,,Смена водогрейных и пищеварных котлов,,ГЭСНр 81-02-60-2020,По виду работ,,ГЭСНр 60-6 ,,,KSI140000683
,,,BGFA,,,Разборка кладки со снятием старого котла,,ГЭСНр 81-02-60-2020,По виду работ,,,,,KSI140000684
,,,BGFB,,,Установка нового котла,,ГЭСНр 81-02-60-2020,По виду работ,,,,,KSI140000685
,,,,BGFBA,,Восстановление разобранной кладки при смене водогрейных и пищевых котлов,,ГЭСНр 81-02-60-2020,,,,,,KSI140000686
,,,,BGFBB,,Добавлением нового кирпича при смене водогрейных и пищевых котлов,,ГЭСНр 81-02-60-2020,,,,,,KSI140000687
,,BGG,,,,Перекладка дымовых труб,,ГЭСНр 81-02-60-2020,По виду работ,,ГЭСНр 60-7,,,KSI140000688
,,,BGGA,,,Разборка кладки дымовых труб,,ГЭСНр 81-02-60-2020,,,,,,KSI140000689
,,,BGGB,,,Кладка дымовых труб с добавлением нового кирпича,,ГЭСНр 81-02-60-2020,,,,,,KSI140000690
,,,BGGC,,,Устройство горизонтальных разделок при перекладки дымовых труб,,ГЭСНр 81-02-60-2020,,,,,,KSI140000691
,,,BGGD,,,Швабровка каналов дымовых труб,,ГЭСНр 81-02-60-2020,,,,,,KSI140000692
,,,BGGE,,,Выкладка выдр и головок с устройством отливов при перекладке дымовых труб,,ГЭСНр 81-02-60-2020,,,,,,KSI140000693
,,BGH,,,,Перекладка вертикальных разделок печей,,ГЭСНр 81-02-60-2020,По виду работ,,ГЭСНр 60-8,,,KSI140000694
,,,BGHA,,,Разборка кладки поврежденной части разделки,,ГЭСНр 81-02-60-2020,,,,,,KSI140000695
,,,BGHB,,,Восстановление разобранного участка разделки с добавлением нового кирпича,,ГЭСНр 81-02-60-2020,,,,,,KSI140000696
,,BGJ,,,,Ремонт отдельных частей трубы,,ГЭСНр 81-02-60-2020,,,ГЭСНр 60-9,,,KSI140000697
,,,BGJA,,,Укрепление отдельных кирпичей патрубка или их замена,,ГЭСНр 81-02-60-2020,,,,,,KSI140000698
,,,BGJB,,,Закрепление существующих приборов при ремонте отдельных частей трубы,,ГЭСНр 81-02-60-2020,,,,,,KSI140000699
,,,BGJC,,,Швабровка отремонтированных поверхностей при ремонте отдельных частей трубы,,ГЭСНр 81-02-60-2020,,,,,,KSI140000700
,,BGK,,,,Исправление кладки дымовой трубы,,ГЭСНр 81-02-60-2020,По виду работ,,ГЭСНр 60-10,,,KSI140000701
,,,BGKA,,,Разборка неисправной кирпичной кладки с очисткой кирпича,,ГЭСНр 81-02-60-2020,,,,,,KSI140000702
,,,BGKB,,,Восстановление разобранной кладки с заменой негодных кирпичей при исправлении кладки дымовой трубы,,ГЭСНр 81-02-60-2020,,,,,,KSI140000703
,,,BGKC,,,Швабровка восстановленной поверхности при исправлении кладки дымовой трубы,,ГЭСНр 81-02-60-2020,,,,,,KSI140000704
,,BGL,,,,Смена изразцов облицовки печей,,ГЭСНр 81-02-60-2020,По виду работ,,ГЭСНр 60-11,,,KSI140000705
,,,BGLA,,,Удаление поврежденных изразцов с расчисткой и промывкой мест установки,,ГЭСНр 81-02-60-2020,,,,,,KSI140000706
,,,BGLB,,,Подбор новых изразцов по цвету с подтеской их по месту,,ГЭСНр 81-02-60-2020,,,,,,KSI140000707
,,,BGLC,,,Установка изразцов на растворе с закреплением,,ГЭСНр 81-02-60-2020,,,,,,KSI140000708
,,,BGLD,,,Расшивкой швов при смене изразцов облицовки печей,,ГЭСНр 81-02-60-2020,,,,,,KSI140000709
,,,BGLE,,,Протирка облицовки ветошью при смене изразцов облицовки печей,,ГЭСНр 81-02-60-2020,,,,,,KSI140000710
,,BGM,,,,Промазка трещин в кладке печи,,ГЭСНр 81-02-60-2020,По виду работ,,ГЭСНр 60-12,,,KSI140000711
,,,BGMA,,,Расчистка трещин для промазки трещин в кладке печи,,ГЭСНр 81-02-60-2020,,,,,,KSI140000712
,,,BGMB,,,Расшивка трещин для промазки трещин в кладке печи,,ГЭСНр 81-02-60-2020,,,,,,KSI140000713
,,,BGMC,,,Промазка трещин глиняным раствором,,ГЭСНр 81-02-60-2020,,,,,,KSI140000714
,,BGN,,,,Обделка кирпичом топливников,,ГЭСНр 81-02-60-2020,По виду работ,,ГЭСНр 60-13,,,KSI140000715
,,,BGNA,,,Непосредственная обделка кирпичом топливников,,ГЭСНр 81-02-60-2020,,,,,,KSI140000716
,,,BGNB,,,Промазка трещин в кладке после обделки кирпичом топливников,,ГЭСНр 81-02-60-2020,,,,,,KSI140000717
,,BGP,,,,Смена приборов в печах,,ГЭСНр 81-02-60-2020,По виду работ,,,,,KSI140000718
,,,BGPA,,,Снятие старых приборов для смены приборов в печах,,ГЭСНр 81-02-60-2020,,,,,,KSI140000719
,,,BGPB,,,Постановка нового прибора с укреплением его проволокой,,ГЭСНр 81-02-60-2020,,,,,,KSI140000720
,,BGQ,,,,Смена предтопочных листов,,ГЭСНр 81-02-60-2020,По виду работ,,"ГЭСНр 60-14
ГЭСНр 60-15",,,KSI140000721
,,,BGQA,,,Снятие старых предтопочных листов,,ГЭСНр 81-02-60-2020,,,,,,KSI140000722
,,,BGQB,,,Заготовка новых предтопочных листов из кровельной стали,,ГЭСНр 81-02-60-2020,,,,,,KSI140000723
,,,BGQC,,,Установка предтопочных листов на место,,ГЭСНр 81-02-60-2020,,,,,,KSI140000724
,,BGR,,,,Прочистка дымохода,,ГЭСНр 81-02-60-2020,По виду работ,,ГЭСНр 60-16,,,KSI140000725
,,,BGRA,,,Пробивка отверстия для прочистки дымохода,,ГЭСНр 81-02-60-2020,,,,,,KSI140000726
,,,BGRB,,,Удаление сажи после прочистки дымохода,,ГЭСНр 81-02-60-2020,,,,,,KSI140000727
,,,BGRC,,,Обратная заделка дымохода после прочистки дымохода,,ГЭСНр 81-02-60-2020,,,,,,KSI140000728
,,,BGRD,,,Опробование дымохода,,ГЭСНр 81-02-60-2020,,,,,,KSI140000729
,,BGS,,,,Устройство отверстий для печей и труб,,ГЭСНр 81-02-60-2020,По виду работ,,ГЭСНр 60-17,,,KSI140000730
,,,BGSA,,,Разметка отверстий для печей и труб,,ГЭСНр 81-02-60-2020,,,,,,KSI140000731
,,,BGSB,,,Удаление засыпки и смазки при устройстве отверстий для печей и труб,,ГЭСНр 81-02-60-2020,,,,,,KSI140000732
,,,BGSC,,,Отбивка штукатурки при устройстве отверстий для печей и труб,,ГЭСНр 81-02-60-2020,,,,,,KSI140000733
,,,BGSD,,,Перерубка драни (при оштукатуренных потолках) при устройстве отверстий для печей и труб,,ГЭСНр 81-02-60-2020,,,,,,KSI140000734
,,,BGSE,,,Выпиливание отверстий в накате и подшивке потолка,,ГЭСНр 81-02-60-2020,,,,,,KSI140000735
,,,BGSF,,,Выпиливание отверстий в полах,,ГЭСНр 81-02-60-2020,,,,,,KSI140000736
,,BGT,,,,Устройство дымовых каналов в кирпичных стенах,,ГЭСНр 81-02-60-2020,По виду работ,,ГЭСНр 60-18,,,KSI140000737
,,,BGTA,,,Отбивка штукатурки при устройстве дымовых каналов в кирпичных стенах,,ГЭСНр 81-02-60-2020,,,,,,KSI140000738
,,,BGTB,,,Пробивка борозды для устройства каналов кирпича,,ГЭСНр 81-02-60-2020,,,,,,KSI140000739
,,,BGTC,,,Заделка борозды с внешней стороны кирпичом на растворе,,ГЭСНр 81-02-60-2020,,,,,,KSI140000740
,,,BGTD,,,Смазка стенок канала,,ГЭСНр 81-02-60-2020,,,,,,KSI140000741
,,,BGTE,,,Швабровка стенок канала,,ГЭСНр 81-02-60-2020,,,,,,KSI140000742
,,BGU,,,,Смена колпаков на дымовых трубах,,ГЭСНр 81-02-60-2020,По виду работ,,ГЭСНр 60-19,,,KSI140000743
,,,BGUA,,,Снятие старого колпака,,ГЭСНр 81-02-60-2020,,,,,,KSI140000744
,,,BGUB,,,Изготовление нового колпака,,ГЭСНр 81-02-60-2020,,,,,,KSI140000745
,,,BGUC,,,Установка колпака на место с закреплением проволокой,,ГЭСНр 81-02-60-2020,,,,,,KSI140000746
