Класс,Подкласс 1,Подкласс 2,Подкласс 3,Тип (%%),Наименование,Определение,Источник,Критерии определения подклассов,Примеры,Код класса по КСР,Код класса по МССК,Примечания
,CC,,,,Приспособления для безопасного производства работ,,,Вид приспособления,,,,
,,CCA,,,Пояс предохранительный,,ГОСТ Р 12.3.049-2017,,,,,
,,CCB,,,Уловитель с вертикальным канатом,,ГОСТ Р 12.3.049-2017,,,,,
,,CCC,,,Верхолазное снаряжение,,ГОСТ Р 12.3.049-2017,,,,,
,,CCD,,,Предохранительное верхолазное устройство,,ГОСТ Р 12.3.049-2017,,,,,
,,CCE,,,Страховочный канат,,ГОСТ Р 12.3.049-2017,,,,,
,CD,,,,Ручной инструмент,,,Назначение инструмента,,,,
,,CDA,,,Ручной инструмент для земляных работ,,,,,,,
,,,,CDA010,Лопата,,ГОСТ 19596-87,,,,,
,,CDB,,,Ручной инструмент для слесарно-монтажных работ,,,,,,,
,,,,CDB010,Клещи,,"ГОСТ 26810-86
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)",,,"59.1.01.07-1331
59.1.01.07-1332",,
,,,,CDB020,Кувалда,,ГОСТ 11401-75,,,,,
,,,,CDB030,Кусачки,,ГОСТ 26810-86,,,,,
,,,,CDB040,Зубило,,"ГОСТ 7211-86 
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)",,,,,
,,,,CDB050,Молоток,,"ГОСТ Р 58518-2019
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",,,"59.1.01.07-1334
59.1.01.07-1335",ТО 42 20 50 04,
,,,,CDB060,Ключ для гнутья арматуры,,ГОСТ 26810-86,,,,,
,,,,CDB070,Лом,"Толстый металлический заостренный стержень, которым ломают, разбивают что-нибудь твёрдое","Толковый словарь Ожегова. С.И. Ожегов, Н.Ю. Шведова. 1949-1992",,,,,
,,,,CDB080,Скарпель,,СНиП 5.02.02-86,,,,,
,,,,CDB090,Конопатка,,СНиП 5.02.02-86,,,,,
,,,,CDB100,Клинья,,СНиП 5.02.02-86,,,,,
,,,,CDB110,Бородок,,ГОСТ 26810-86,,,,,
,,,,CDB120,Переносная лампа,,,,,,,
,,CDC,,,Плотницкий и столярный инструмент,,,,,,,
,,,,CDC010,Стамеска,,"СНиП 5.02.02-86
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)",,,"59.1.01.07-1354
59.1.01.07-1355
59.1.01.07-1356
59.1.01.07-1357
59.1.01.07-1358",,
,,,,CDC020,Киянка,,СНиП 5.02.02-86,,,,,
,,,,CDC030,Малка,,СНиП 5.02.02-86,,,,,
,,,,CDC040,Пила ручная,,"СНиП 5.02.02-86
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",,,,ТО 42 20 80 01,
,,,,CDC050,Топор,,СНиП 5.02.02-86,,,,,
,,,,CDC060,Ножовка,,"СНиП 5.02.02-86
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)",,,"59.1.01.07-1336
59.1.01.07-1337
59.1.01.07-1338",,
,,CDD,,,Ручной инструмент для отделочных и кладочных работ,,,,,,,
,,,,CDD010,Кирочка,,СНиП 5.02.02-86,,,,,
,,,,CDD020,Кельма,,СНиП 5.02.02-86,,,,,
,,,,CDD030,Расшивка,,СНиП 5.02.02-86,,,,,
,,,,CDD040,Гладилка,,СНиП 5.02.02-86,,,,,
,,,,CDD050,Правило,,СНиП 5.02.02-86,,,,,
,,,,CDD060,Щетка стальная,,СНиП 5.02.02-86,,,,,
,,,,CDD070,Нож,,СНиП 5.02.02-86,,,,,
,,,,CDD080,Кисть,,СНиП 5.02.02-86,,,,,
,,,,CDD090,Валик,,СНиП 5.02.02-86,,,,,
,,,,CDD100,Стеклорез ручной,,ГОСТ 10111-85,,,59.1.01.07-1359,,
,,,,CDD110,Обоерезка,,,,,,,
,,,,CDD120,Машинка для резки плиток,,,,,,,
,,,,CDD130,Стальная гребенка,,,,,,,
,,,,CDD140,Машинка для накатки рисунка,,,,,,,
,,,,CDD150,Шпатель,,СНиП 5.02.02-86,,,,,
,,,,CDD160,Ножницы ручные,,"СНиП 5.02.02-86
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)",,,91.21.12-003,,
,,,,CDD170,Наждачная бумага,,ГОСТ 6456-82 ,,,59.1.01.07-1388,,
,CE,,,,Механизированный инструмент,,Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128,Назначение инструмента,,,ТО 42 20,
,,CEA,,,Механизированный инструмент для земляных работ,,,,,,,
,,,,CEA010,Молоток отбойный,,"Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",,,"91.21.10-001
91.21.10-002
91.20.01-011
91.21.22-702",ТО 42 20 50 07,
,,,,CEA020,Мотобур ручной,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),,,"91.21.11-001
91.21.11-002",,
,,CEB,,,Механизированный инструмент для слесарно-монтажных работ,,,,,,,
,,,,CEB010,Машина шлифовальная,,"Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",,"Машина шлифовальная аккумуляторная
Машина шлифовальная пневматическая
Машина шлифовальная электрическая",,"ТО 42 20 40 05
ТО 42 20 40 06
ТО 42 20 40 07
ТО 42 20 40 08
ТО 42 20 40 09",
,,,,CEB020,Ножницы ,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),,,91.21.12,,
,,,,CEB021,Ножницы гильотинные механические для полиэтиленовых труб,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),,,91.21.12-001,,
,,,,CEB022,Ножницы листовые кривошипные гильотинные,,"Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",,,91.21.12-002,ТО 42 20 60 02,
,,,,CEB023,Ножницы ручные с храповым механизмом для полиэтиленовых труб,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),,,91.21.12-003,,
,,,,CEB024,Ножницы электрические,,"Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",,,91.21.12-004,ТО 42 20 60 01,
,,,,CEB025,Гильотины для резки труб,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),,,,,
,,,,CEB026,Ножницы кривошипные листовые с наклонными ножами,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),,,,,
,,,,CEB030,Молоток рубильный пневматический,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),,,91.21.22-221,,
,,,,CEB040,Дрель,,"Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",,,,ТО 42 20 30,
,,,,CEB050,Молоток клепальный,,"Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",,,"91.21.09-001
91.21.09-011
",ТО 42 20 50 05,
,,,,CEB060,Пробойник,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),,,91.21.17,,
,,,,CEB070,Железобетонолом (гидроклин) с гидравлическим приводом,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),,,91.21.22-141,,
,,,,CEB080,Пистолет строительно-монтажный,,"Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",,,91.21.22-271,ТО 42 20 90 04,
