Класс,Подкласс 1,Подкласс 2,Подкласс 3,Тип (%%),Наименование,Определение,Источник,Критерии определения подклассов,Примеры,Код класса по КСР,Код класса по МССК,Примечания
,,,,FBFA020,Грунтовка на акриловой основе,Суспензия пигментов в растворах акриловых смол и смеси органических растворителей с введением добавок и пластификаторов,"ГОСТ 25718-2022
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)",,,"14.4.01.02
14.3.01.03",,
,,,,FBFA030,Грунтовка на латексной основе,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),,,14.4.01.03,,
,,,,FBFA040,Грунтовка на масляной основе,,"ГОСТ Р 51693-2000
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)",,,,,
,,,,FBFA050,Грунтовка на основе алкидных смол,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),,,14.4.01.05,,
,,,,FBFA060,Грунтовка на основе полиметилметакрилата,,"ГОСТ Р 53627-2009
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)",,,,,
,,,,FBFA070,"Грунтовка на основе полисилоксанов, модифицированных акриловыми смолами",,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),,,,,
,,,,FBFA080,Грунтовка на основе суспензии,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),,,14.4.01.08,,
,,,,FBFA090,Грунтовка на основе эпоксидных смол,,"ГОСТ Р 51693-2000
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)",,,14.4.01.09,,
,,,,FBFA100,Грунтовка на силикатной основе,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),,,14.4.01.10,,
,,,,FBFA110,Грунтовки нитроцеллюлозные,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),,,,,
,,,,FBFA120,Грунтовка пентафталевые,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),,,,,
,,,,FBFA130,Грунтовка перхлорвиниловые,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),,,,,
,,,,FBFA140,Грунтовка поливинилацетатные фосфатирующие,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),,,14.4.01.14,,
,,,,FBFA150,Грунтовка полиуретан-цементная,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),,,,,
,,,,FBFA160,Грунтовка полиуретановая,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),,,14.4.01.17,,
,,,,FBFA170,Грунтовка фенолоформальдегидная,,"ГОСТ Р 51693-2000
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)",,,14.4.01.18,,
,,,,FBFA180,Грунтовка цинконаполненная,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),,,14.4.01.20,,
,,,FBFB,,Грунтовки на основе акриловых или виниловых полимеров в водной среде,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),,,"14.3.01
",,
,,,,FBFB010,Грунтовка адгезионная,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),,,14.3.01.01,,
,,,,FBFB020,Грунтовка полиакриловая,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),,,14.3.01.02,,
,,,,FBFB030,Состав грунтовочный акриловый,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),,,14.3.01.03,,
,FC,,,,Мастики на основе синтетических полимеров,,"ГОСТ 30307-95
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)",По виду материала,,"14.5.04
",,
,,,,FC010,Мастика бутилкаучуковая,,"ГОСТ 24064-80
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",,,14.5.04.01,СТ 10 04 20 20,
,,,,FC020,Мастика на основе кумароновых смол,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),,,14.5.04.02,,
,,,,FC030,Мастика на основе синтетических каучуков,,"ГОСТ 24064-80
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)",,,14.5.04.03,,
,,,,FC040,Мастика на основе синтетических смол,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),,,14.5.04.04,,
,,,,FC050,Мастика полимерная,,"ГОСТ 30307-95
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",,,14.5.04.05,СТ 10 04 10 50,
,,,,FC060,Мастика полиуретановая,,"Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",,,14.5.04.06,СТ 10 04 20 40,
,,,,FC070,Мастика полиизобутиленовая,,"Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",,,,СТ 10 04 20 30,
,,,,FC080,Мастик тиоколовая,,"Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",,,14.5.04.07,СТ 10 04 20 60,
,FD,,,,Герметики и замазки,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),По виду материала,,"14.5.01
14.5.02",,
,,FDA,,,Замазки,,"ГОСТ 25621-83
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)",По виду материала,,"14.5.02
",,
,,,,FDA010,Замазка тиоколовая,,"ГОСТ 25621-83
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)",,,14.5.02.01,,
,,FDB,,,Герметики,,"Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",По виду материала,,"14.5.01
",СТ 10 05,
,,,,FDB010,Герметик акриловый,,"Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",,,14.5.01.01,СТ 10 05 10,
,,,,FDB020,Герметик битумно-полимерный,,"ГОСТ 30740-2000
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)",,,14.5.01.02,,
,,,,FDB030,Герметик кремнийорганический,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),,,"59.1.14.05-0013
59.1.14.05-0014",,
,,,,FDB040,Герметик пенополиуретановый,,"ГОСТ 24285-80
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)",,,"14.5.01.05
59.1.14.05-0015",,
,,,,FDB050,Герметик полиуретановый,,"ГОСТ 25621-83
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",,,"14.5.01.06
59.1.14.05-0016
59.1.14.05-0017
59.1.14.05-0018",СТ 10 05 30,
,,,,FDB060,Герметик силиконовый,,"ГОСТ Р 57400-2017
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",,,"14.5.01.07
59.1.14.05-0021
59.1.14.05-0022
59.1.14.05-0023
59.1.14.05-0024",СТ 10 05 40,
,,,,FDB070,Герметик тиоколовый,,"ГОСТ 13489-79
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",,,14.5.01.08,СТ 10 05 50,
,,,,FDB080,Герметик фенольно-каучуковый,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),,,,,
,FE,,,,Составы и композиции,,,По виду материала,,,,
,,FEA,,,Покрытия,,,По виду материала,,,,
,,,FEAA,,Покрытия защитные,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),,,14.2.03,,
,,,,FEAA010,Воск полиэтиленовый,,"ТР ТС 029/2012
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)",,,"01.7.07.03-0007
 01.7.07.03-0011 ",,
,,,,FEAA020,Покрытие на акрилатной основе защитное,,"ГОСТ 33095-2014
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)",,,,,
,,,,FEAA030,Покрытие на основе эпоксидных смол защитное,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),,,14.2.05.04,,
,,,,FEAA040,Покрытие на основе полимочевины защитное,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),,,,,
,,,,FEAA050,Покрытие на основе полиуретановых смол защитное,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),,,,,
,,,,FEAA060,Покрытие на цементной основе защитное,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),,,,,
,,,,FEAA070,Покрытие полимерцементное защитное,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),,,14.2.05.01-0105,,
,,,FEAB,,Покрытия лакокрасочные декоративные,,"ГОСТ 33095-2014
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)",,,"14.5.08
",,
,,,,FEAB010,Покрытие декоративное на основе акриловой дисперсии,,"ГОСТ 33095-2014
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)",,,,,
,,,,FEAB020,Покрытие декоративное на основе водной полимерной дисперсии,,"ГОСТ 33095-2014
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)",,,,,
,,,,FEAB030,Покрытие на основе акриловой дисперсии,,"ГОСТ 33095-2014
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)",,,,,
,,,,FEAB040,Покрытие текстурное на основе акриловых сополимеров,,"ГОСТ 33095-2014
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)",,,14.5.08.04,,
,,FEB,,,Композиции защитные,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),По виду материала,,"14.2.01
",,
,,,,FEB010,Композиция органо-силикатная защитная,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),,,14.2.01.01,,
,,,,FEB020,Композиция полиуретановая защитная,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),,,14.2.01.02,,
,,,,FEB030,Композиция эпоксидно-каменноугольная защитная,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),,,14.2.01.03,,
,,,,FEB040,Композиция эпоксидная защитная,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),,,14.2.01.04,,
,,,,FEB050,Композиция полимерная защитная,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),,,14.2.01.05,,
,,FEC,,,Составы защитные,,"СП 71.13330.2017
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)",По виду материала,,"14.2.05
",,
,,,,FEC010,Состав минеральный защитный,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),,,14.2.05.01,,
,,,,FEC020,Состав на основе полимочевины защитный,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),,,14.2.05.02,,
,,,,FEC030,Состав на основе полиуретановых смол защитный,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),,,14.2.05.03,,
,,,,FEC040,Состав на основе эпоксидных смол защитный,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021),,,,,
,,,,FEC050,Состав на цементно-эпоксидной основе защитный,,"ВСН 344-75/ММСС СССР
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)",,,14.2.05.05,,
,,,,FEC060,Антикоррозионный минеральный состав,,"ГОСТ 21.513-83
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)",,,,,
G,,,,,Композиционные материалы,,Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128,По виду материала,,,СТ 10 12 50,
,GA,,,,Каменная кладка,,ГОСТ 32047-2012,По виду материала,,,,
,,GAA,,,Кладка из камней из горных пород,,ГОСТ 4001-2013,По виду материала,,,,
,,GAB,,,Кладка из керамических камней,,ГОСТ Р 57842-2017,По виду материала,,,,
,,GAC,,,Кладка из бетонных мелких блоков,,ГОСТ 21520-89,По виду материала,,,,
,GB,,,,Кирпичная кладка,,ГОСТ 32047-2012,По виду материала,,,,
,,GBA,,,Кирпичная кладка из керамического кирпича на цементно-песчаном растворе,,СП 15.13330.2020,По виду материала,,,,
,,GBB,,,Кирпичная кладка из силикатного кирпича на цементно-песчаном растворе,,СП 15.13330.2020,По виду материала,,,,
,GC,,,,Бетон,"Искусственный камневидный строительный материал, получаемый в результате формования и твердения рационально подобранной и уплотненной бетонной смеси","ГОСТ 25192-2012
ГОСТ 26633-2015
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",По виду материала,,"4.1
04.3.02.04
59.1.04.01",СТ 00 10,
,,,,GC020,Цементобетон,,"ГОСТ 25192-2012
ГОСТ 26633-2015",,,,,
,,,,GC030,Известковый бетон,,ГОСТ 25192-2012,,,,,
,,,,GC040,Шлакобетон,,"ГОСТ 25192-2012
ГОСТ 25820-2021",,,,,
,,,,GC050,Бетон на магнезиальном вяжущем,,ГОСТ 25192-2012,,,,,
,,,,GC060,Гипсобетон,,ГОСТ 25192-2012,,,,,
,,,,GC070,Полимербетон,"Бетон, изготовленный из бетонной смеси, содержащей полимер или мономер",ГОСТ 25192-2012,,,"59.1.04.01-0134
59.1.04.01-0135
59.1.04.01-0136
59.1.04.01-0137
59.1.04.01-0138
59.1.04.01-0139
59.1.04.01-0140
59.1.04.01-0141
59.1.04.01-0142
59.1.04.01-0143
59.1.04.01-0144
59.1.04.01-0145
59.1.04.01-0146
59.1.04.01-0147
59.1.04.01-0148
59.1.04.01-0149
59.1.04.01-0150
",,
,,,,GC080,Пенобетон,"Бетон, состоящий из затвердевшей смеси вяжущего, кремнеземистого компонента и искусственных равномерно распределенных пор в виде ячеек, образованных пенообразователями.","ГОСТ 25485-2019
ГОСТ 31359-2007
ГОСТ 25192-2012",,,"59.1.04.01-0151
59.1.04.01-0152
59.1.04.01-0153
59.1.04.01-0154
59.1.04.01-0155
59.1.04.01-0156
59.1.04.01-0157
59.1.04.01-0158
59.1.04.01-0159
59.1.04.01-0160
59.1.04.01-0161
59.1.04.01-0162
59.1.04.01-0163
59.1.04.01-0164
59.1.04.01-0165
59.1.04.01-0166
59.1.04.01-0167
59.1.04.01-0168
59.1.04.01-0169
59.1.04.01-0170
59.1.04.01-0171
59.1.04.01-0172
59.1.04.01-0173
59.1.04.01-0174
59.1.04.01-0175
59.1.04.01-0176
59.1.04.01-0177
59.1.04.01-0178
59.1.04.01-0179
59.1.04.01-0180
59.1.04.01-0181
59.1.04.01-0182
59.1.04.01-0183
59.1.04.01-0184
59.1.04.01-0185
59.1.04.01-0186
59.1.04.01-0187
59.1.04.01-0188
59.1.04.01-0189
59.1.04.01-0190
59.1.04.01-0191
59.1.04.01-0192
59.1.04.01-0193
59.1.04.01-0194
59.1.04.01-0195
59.1.04.01-0196
59.1.04.01-0197
",,
,,,,GC090,Арболит,"Бетон, в котором в качестве заполнителя используют органические материалы растительного происхождения.","ГОСТ 19222-2019
ГОСТ 25192-2012",,,,,
,,,,GC110,Бетон-матрица,Тяжелый или мелкозернистый бетон на цементных вяжущих и плотных заполнителях,ГОСТ Р 59535-2021,,,,,
,,,,GC120,Порошковый бетон,"Сверхвысокопрочный мелкозернистый бетон, изготовленный на мелком заполнителе фракции менее 1,25 мм с использованием высокоактивных минеральных добавок в сочетании с суперпластификатором или органо-минеральных модификаторов",ГОСТ Р 59535-2021,,,,,
G,GC,,,GC130,Бутобетон,,СП 43.13330.2012,,,,,
,,,,GC140,Самоуплотняющийся бетон,"Бетон, изготовленный из бетонной смеси, способной уплотняться под действием собственного веса.",ГОСТ 25192-2012,,,,,
,,,,GC150,Высокопрочный бетон,"Высокопрочные тяжелые и мелкозернистые бетоны классов по прочности при сжатии В60 и выше, предназначенные для монолитных конструкций
тяжелый или мелкозернистый бетон классов по прочности на сжатие В60 и выше, приготовленный с применением вяжущего на основе портландцементного клинкера.
",ГОСТ 31914-2012,,,,,
,,,,GC160,Газобетон,"Бетон, состоящий из затвердевшей смеси вяжущего, кремнеземистого компонента и искусственных равномерно распределенных пор в виде ячеек, образованных газо- и пенообразователями.
","ГОСТ 25485-2019
ГОСТ 31359-2007
ГОСТ 25192-2012",,,,,
,,,,GC170,Газопенобетон,"Бетон, состоящий из затвердевшей смеси вяжущего, кремнеземистого компонента и искусственных равномерно распределенных пор в виде ячеек, образованных газо- и пенообразователями.
","ГОСТ 25485-2019
ГОСТ 31359-2007
ГОСТ 25192-2012",,,,,
,GD,,,,Армированный бетон,,"СП 297.1325800.2017
СП 63.13330.2018
СП 52-102-2004
ГОСТ Р 59535-2021",По виду материала,,,,
,,GDA,,,Железобетон,,"СП 63.13330.2018
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",По виду материала,,,СТ 00 15,
,,,,GDA010,Преднапряженный железобетон,,СП 52-102-2004,,,,,
,,GDB,,,Фибробетон,"Бетон, армированный равномерно распределенными в его объеме фибрами, имеющими сцепление с бетоном по их поверхности","СП 297.1325800.2017
ГОСТ Р 59535-2021",По виду материала,,,,
,,,,GDB010,Стеклофибробетон,"Затвердевшая СФБ масса, армированная равномерно распределенным в его объеме щелочестойким стекловолокном.","СП 297.1325800.2017
ГОСТ Р 58757-2019",,,,,
,,,,GDB020,Сталефибробетон,"Бетон-матрица, дисперсно-армированный равномерно распределенной в его объеме стальной фиброй",ГОСТ Р 59535-2021,,,,,
,,,,GDB030,Базальтофибробетон,,СП 297.1325800.2017,,,,,
,,,,GDB040,Фибробетон с пропиленовыми волокнами,,СП 297.1325800.2017,,,,,
,GE,,,,Композиты на основе древесины,"
","ГОСТ Р 57843-2017
ГОСТ Р 59555-2021
Решение Евразийской экономической комиссии
от 23 мая 2017 г. N 56 О КЛАССИФИКАЦИИ
ПРОФИЛЕЙ, ПАНЕЛЕЙ, ТЕРРАСНОЙ ДОСКИ И ФАСАДНЫХ ПАНЕЛЕЙ,
ИЗГОТОВЛЕННЫХ ИЗ ДРЕВЕСНО-ПОЛИМЕРНОГО КОМПОЗИТА,
В СООТВЕТСТВИИ С ЕДИНОЙ ТОВАРНОЙ НОМЕНКЛАТУРОЙ
ВНЕШНЕЭКОНОМИЧЕСКОЙ ДЕЯТЕЛЬНОСТИ ЕВРАЗИЙСКОГО
ЭКОНОМИЧЕСКОГО СОЮЗА
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",По виду материала,,,СТ 00 50,
,GF,,,,Материалы композитные на основе битума,,Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128,По виду материала,,,СТ 00 50,
,,GFA,,,Гидроизол,"Беспокровный рулонный материал, получаемый пропиткой асбестовой бумаги нефтяными битумами и предназначенный для гидроизоляции подземных и других сооружений, устройства рулонной кровли и антикоррозионных покрытий трубопроводов","ГОСТ 7415-86
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",По виду материала,,12.1.02.01,СТ 10 15 20 50,Определение синтезировано
,,GFB,,,Каучук синтетический армированный стеклотканью,,"ГОСТ 14925-79
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)",По виду материала,,,,
,,GFC,,,Материал битумно-полимерный на основе полиэстера,,"ГОСТ 32805-2014   
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)",По виду материала,,"12.1.02.03
12.1.02.15-0121",,
,,GFD,,,Материал битумно-полимерный на основе стеклоткани,,"ГОСТ 32805-2014   
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)",По виду материала,,"12.1.02.04
12.1.02.15-0123
12.1.02.15-0121",,
,,GFE,,,Материал битумно-полимерный на основе стеклохолста,,"ГОСТ 32805-2014   
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)",По виду материала,,"12.1.02.05
12.1.02.15-0121",,
,,GFF,,,Материал битумный на основе картона,,"ГОСТ 32805-2014   
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)",По виду материала,,12.1.02.06,,
,,,,GFF010,Рубероид,"Рулонный кровельный и гидроизоляционный материал, получаемый путем пропитки кровельного картона нефтяными битумами с последующим нанесением на обе стороны полотна покровного состава, состоящего из смеси покровного битума и наполнителя, и посыпки","ГОСТ 10923-93
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",,,12.1.02.06,СТ 10 15 20 10,
,,,,GFF020,Пергамин,"Беспокровный рулонный материал, получаемый пропиткой кровельного картона марки 350 нефтяными битумами и являющийся подкладочным материалом, который предназначен для нижних слоев кровельного ковра","ГОСТ 2697-83
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",,,12.1.02.12,СТ 10 15 20 30,
,,GFG,,,Материал битумный на основе полиэстера,,"ГОСТ 32805-2014   
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)",По виду материала,,"12.1.02.07
12.1.02.15-1018",,
,,GFH,,,Материал битумный на основе стеклоткани,,"ГОСТ 32805-2014   
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)",По виду материала,,"12.1.02.08
 12.1.02.15-0021",,
,,GFJ,,,Материал битумный на основе стеклохолста,,"ГОСТ 32805-2014   
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021)",По виду материала,,"12.1.02.09
12.1.02.15-1006",,
,,GFK,,,Стеклорубероид,"Рулонный кровельный и гидроизоляционный материал на стекловолокнистой основе, получаемый нанесением с двух сторон на основу битумного вяжущего и посыпки","ГОСТ 15879-70
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",По виду материала,,12.1.02.13,СТ 10 15 20 20,
,GG,,,,Полимерные композитные материалы,,"ГОСТ Р 57921-2017
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",По виду материала,,,СТ 00 50,
,,GGA,,,Фольгоизол,,"ГОСТ 20429-84
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)",По виду материала,,12.2.03.13,,
,,GGB,,,Углепластик,,ГОСТ Р 57407-2017,По виду материала,,,,
,,GGC,,,Стеклопластик,,"ГОСТ 27380-87
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)",По виду материала,,12.2.03.10,,
,,,,GGC010,Стеклоткань,,"ГОСТ 26246.4-89
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)",,,12.2.03.11,,
,,,,GGC020,Стеклотекстолит,,"ГОСТ 10316-78
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)",,,01.7.05.08,,
,,GGD,,,Боропластик,,ГОСТ 33519-2015,По виду материала,,,,
,,GGE,,,Органопластик,,,По виду материала,,,,
,,GGF,,,Текстолит,,ГОСТ 2910-74,По виду материала,,,,
,,,,GGF010,Текстолит листовой,,"ГОСТ 2910-74
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)",,,"01.7.05.09
59.1.01.07-0083
59.1.01.07-0084
59.1.01.07-0085
59.1.01.07-0086",,
,,,,GGF020,Текстолит фасонный,,"ГОСТ 5385-74
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)",,,,,
,,GGG,,,Геосинтетики,"Материал, в котором
как минимум один компонент изготовлен
из синтетического полимера в виде
полотна, лент или трехмерной структуры,
используемый в контакте с грунтом
(почвой) и (или) другими строительными
материалами для создания
дополнительных слоев (прослоек)
различного назначения (армирующих,
защитных, фильтрующих, дренирующих,
гидроизолирующих, теплоизолирующих) в
транспортном, трубопроводном
строительстве и гидротехнических
сооружениях.","ГОСТ 32804-2014
ГОСТ Р 53225-2008 ",По виду материала,,,,
,,,GGGA,,Геополотно,"Сплошной, проницаемый, пористый геосинтетический материал, образованный из волокон, нитей, пряж, лент по текстильной технологии.","ГОСТ Р 55028-2012
ГОСТ Р 53225-2008",,,"01.7.12.05
01.7.12.06",,
,,,,GGGA010,Геополотно нетканое геотекстильное из полипропилена,,"ГОСТ Р 55028-2012
ГОСТ Р 53225-2008
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)
",,,"01.7.12.05-0099
01.7.12.05-0131
01.7.12.05-0132
01.7.12.05-0133
01.7.12.05-0134
01.7.12.05-0135
01.7.12.05-0136
01.7.12.05-1002
01.7.12.05-1004
01.7.12.05-1006
01.7.12.05-1008
01.7.12.05-1010
01.7.12.05-1012
01.7.12.05-1014
01.7.12.05-1016
01.7.12.05-1018
01.7.12.05-1020
01.7.12.05-1022
01.7.12.05-1024
59.1.01.07-0435
 59.1.01.07-0436
 59.1.01.07-0437
 59.1.01.07-0438
 59.1.01.07-0439
 59.1.01.07-0440
 59.1.01.07-0441
 59.1.01.07-0442
 59.1.01.07-0443
 59.1.01.07-0444
 59.1.01.07-0445
",,
,,,,GGGA020,Геополотно нетканое геотекстильное из полиэфирного волокна,,"ГОСТ Р 55028-2012
ГОСТ Р 53225-2008
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)",,,"01.7.12.05-0053
01.7.12.05-0055
01.7.12.05-0054
01.7.12.05-0108
01.7.12.05-0109
01.7.12.05-1034",,
,,,,GGGA030,Геополотно тканое полипропиленовое,,"ГОСТ Р 55028-2012
ГОСТ Р 53225-2008
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)
",,,"59.1.01.07-0446
 59.1.01.07-0447
 59.1.01.07-0448
 59.1.01.07-0449
 59.1.01.07-0450
 59.1.01.07-0451
 59.1.01.07-0452
 59.1.01.07-0453
 59.1.01.07-0454",,
,,,,GGGA040,Геополотно тканое полиэфирное,,"ГОСТ Р 55028-2012
ГОСТ Р 53225-2008
Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 28.09.2021)",,,"59.1.01.07-0470
59.1.01.07-0471
59.1.01.07-0472
59.1.01.07-0473
59.1.01.07-0474
59.1.01.07-0475
59.1.01.07-0476
59.1.01.07-0477
59.1.01.07-0478
59.1.01.07-0479
59.1.01.07-0480
59.1.01.07-0481
59.1.01.07-0482
59.1.01.07-0483
59.1.01.07-0484
59.1.01.07-0485
59.1.01.07-0486
59.1.01.07-0487
59.1.01.07-0488
59.1.01.07-0489
59.1.01.07-0490
59.1.01.07-0491
59.1.01.07-0492
59.1.01.07-0493
59.1.01.07-0494
59.1.01.07-0495
59.1.01.07-0496
59.1.01.07-0497
59.1.01.07-0498
59.1.01.07-0499
59.1.01.07-0500
59.1.01.07-0501
59.1.01.07-0502
59.1.01.07-0503
",,
