Класс,Подкласс 1,Подкласс 2,Подкласс 3,Тип (%%),Наименование,Определение,Источник,Критерии определения подклассов,Примеры,Код класса по КСР,Код класса по МССК,Примечания,Синонимы,УИН
,,,,AVA010,Компрессор передвижной,,Приказ Минстроя России от 17.11.2022 N 969/пр,,,91.18.01,,,,KSI180000582
,,,,AVA020,Компрессор стационарный,,"Приказ Минстроя России от 17.11.2022 N 969/пр
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",,,"91.18.03
",ТО 28 10 30 03,,,KSI180000583
,,,,AVA030,Компрессор переносной электрический,,Приказ Минстроя России от 17.11.2022 N 969/пр,,,"91.18.03
",,,,KSI180000584
,,AVB,,,Станция компрессорная,"Компрессор (установка, станция), местоположение которого при эксплуатации не меняется",Приказ Минстроя России от 17.11.2022 N 969/пр,,,91.18.02,,ГОСТ 28567-90,,KSI180000585
,,AVC,,,Оборудование прицепное для откачки воды,,Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128,,,,ТО 30 10 65,,,KSI180000586
,,,,AVC010,Оборудование прицепное для откачки воды: блок компрессорно-силовой с двигателем внутреннего сгорания,,"Приказ Минстроя России от 17.11.2022 N 969/пр
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",,,"91.18.03
",ТО 30 10 65 01,,,KSI180000587
,,,,AVC020,Оборудование прицепное для откачки воды: станция компрессорная передвижная с электродвигателем,,"Приказ Минстроя России от 17.11.2022 N 969/пр
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",,,"91.18.03
",ТО 30 10 65 01,,,KSI180000588
,,AVD,,,Модуль фильтрационный,,Приказ Минстроя России от 17.11.2022 N 969/пр,,,"91.18.03
",,,,KSI180000589
,,AVE,,,Установка пневматическая для очистки внутренних поверхностей трубопровода,,"Приказ Минстроя России от 17.11.2022 N 969/пр
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",,,"91.18.03
",ТО 28 10 50 01,,,KSI180000590
,,AVF,,,Фильтр передвижной механический самоочищающийся кассетный с компрессором,,Приказ Минстроя России от 17.11.2022 N 969/пр,,,91.18.01,,,,KSI180000591
,AW,,,,"Насосы, станции насосные, холодильные и замораживающие",,Приказ Минстроя России от 17.11.2022 N 969/пр,,,91.19,,,,KSI180000592
,,AWA,,,Насос,"Машина (механическое устройство), включающая в себя всасывающий и напорный присоединительные патрубки и выступающие части своих валов, предназначенная для создания потока жидкой среды",,,,"68.1
91.19",,ГОСТ ISO 17769-2-2015,,KSI180000593
,,,,AWA010,Илосос,,"Приказ Минстроя России от 17.11.2022 N 969/пр
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",,,91.19.01,ТО 30 10 40,,,KSI180000594
,,,,AWA020,Маслонасос,,"Приказ Минстроя России от 17.11.2022 N 969/пр
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",,Маслонасос шестеренный,91.19.02,ТО 30 10 50,,,KSI180000595
,,,,AWA030,Насос буровой,,"Приказ Минстроя России от 17.11.2022 N 969/пр
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",,"Насос буровой для нагнетания промывочной жидкости
Насос буровой для подачи воды
Насос для нагнетания воды, содержащей твердые частицы",91.19.04,"ТО 30 10 35 01
ТО 30 10 35 02
ТО 30 10 35 03",,,KSI180000596
,,,,AWA040,Насос водоотлива из тоннелей,,"Приказ Минстроя России от 17.11.2022 N 969/пр
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",,"Насос местного или промежуточного водоотлива
Насосы центрального водоотлива для всех тоннелей, кроме тоннелей малого диаметра
Насос центрального водоотлива для тоннелей малого диаметра
Насос консольный моноблочный
Насос центробежный самовсасывающий
Насос центробежный",91.19.05,"ТО 30 10 20
ТО 30 10 35 10",,,KSI180000597
,,,,AWA050,Насос грязевый,,"Приказ Минстроя России от 17.11.2022 N 969/пр
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",,,"91.19.06
",ТО 30 10 35 04,,,KSI180000598
,,,,AWA060,Насос для охлаждающей жидкости,,Приказ Минстроя России от 17.11.2022 N 969/пр,,,91.19.07,,,,KSI180000599
,,,,AWA070,Насос перекачки воды,,"Приказ Минстроя России от 17.11.2022 N 969/пр
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",,Насос для водопонижения и водоотлива,91.19.08,"ТО 30 10 10 01
ТО 30 10 10 02
ТО 30 10 10 03
ТО 30 10 10 04",,,KSI180000600
,,,,AWA080,Насос вакуумный,,"Приказ Минстроя России от 17.11.2022 N 969/пр
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",,,91.19.12,ТО 30 10 30 01,,,KSI180000601
,,,,AWA090,Насос струйный высокого давления,,"Приказ Минстроя России от 17.11.2022 N 969/пр
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",,,91.19.12,ТО 30 10 35 08,,,KSI180000602
,,,,AWA100,Насос для подмыва грунта,,"Приказ Минстроя России от 17.11.2022 N 969/пр
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",,,91.19.12,ТО 30 40 10 02,,,KSI180000603
,,,,AWA110,Насос фекальный,,"Приказ Минстроя России от 17.11.2022 N 969/пр
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",,," 91.19.12 
68.1.01.08 
68.1.01.07 
68.1.01.01 
",ТО 30 10 35 09,,,KSI180000604
,,,,AWA120,Мотопомпа,,Приказ Минстроя России от 17.11.2022 N 969/пр,,,"
 91.19.12
91.21.22",,,,KSI180000605
,,AWB,,,Насосная станция,Комплекс гидротехнических сооружений и оборудования для подъема воды насосами.,Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128,,,91.19.10,ТО 30 10 15,ГОСТ 70214-2022,,KSI180000606
,,,,AWB010,Станция землесосная перекачки стационарная,,Приказ Минстроя России от 17.11.2022 N 969/пр,,,91.19.09,,,,KSI180000607
,,,,AWB020,"Станция насосная, кроме плавучих",,"Приказ Минстроя России от 17.11.2022 N 969/пр
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",,"Насосная станция дизельная стационарная
Насосная станция  электрическая стационарная
Станция насосная дизельная прицепная высоконапорная
Станция насосная дизельная прицепная средненапорная
Станция насосная для привода гидродомкратов",91.19.10,"ТО 30 10 15 01
ТО 30 10 15 02
ТО 30 10 15 03
ТО 30 10 15 04
ТО 30 10 60 01",,,KSI180000608
,,,,AWB030,Маслостанция,,Приказ Минстроя России от 17.11.2022 N 969/пр,,,91.19.03,,,,KSI180000609
,,,,AWB040,Станция насосная плавучая дизельная,,"Приказ Минстроя России от 17.11.2022 N 969/пр
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",,,91.19.12,ТО 30 10 60 02,,,KSI180000610
,,,,AWB050,Станция гидравлическая,,Приказ Минстроя России от 17.11.2022 N 969/пр,,,,,,,KSI180000611
,,AWC,,,Станция холодильная и замораживающая,,Приказ Минстроя России от 17.11.2022 N 969/пр,,,91.19.11,,,,KSI180000612
,,AWD,,,Установка насосная,,,,,,,,,KSI180000613
,,,,AWD010,Установка иглофильтровая легкая,,"Приказ Минстроя России от 17.11.2022 N 969/пр
Приказ Москомэкспертизы от 28.12.2022 N МКЭ-ОД/22-128",,,91.19.12,ТО 30 10 60 04,,,KSI180000614
,,,,AWD020,Установка для обезвоживания илового осадка,,Приказ Минстроя России от 17.11.2022 N 969/пр,,,91.19.12,,,,KSI180000615
