Класс,Подкласс 1,Подкласс 2,Подкласс 3,Тип (%%),Наименование,Определение,Источник,Критерии определения подклассов,Примеры,Код класса по КСР,Код класса по МССК,Примечания
,,,,AMD260,Генератор бензиновый портативный,"Небольшая переносная электростанция с встроенным ДВС (двигателем внутреннего сгорания), который работает на бензиновом топливе",Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,27.90.31.110.91.17.04-544,,Определение синтезировано
,,,,AMD270,Установка сварочная дизель-генераторная на автомобиле,Установка для сварочных работ,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,27.90.31.110.91.17.04-598,,Определение синтезировано
,,,,AMD280,Центратор для раструбной сварки труб из термопластов,Приспособление для сварки труб,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,27.90.31.110.91.17.04-600,,Определение синтезировано
,AN,,,,"Суда, плавучие машины и агрегаты для подводно-технических работ",,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),"Назначение (функция) судна,
 машины,
 агрегата",,91.20,,
,,ANA,,,Агрегат для подводно-технических работ,,"Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021)
Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39",,"Агрегат сварочный электрический передвижной для подводной сварки и резки металлов
Молоток отбойный пневматический для работы в подводных условиях
Установка для размыва и отсоса грунта гидравлическая
Установка скреперная для устройства подводных траншей с ковшом",91.20.01,"
ТО 34 20 10 10",
,,ANB,,,Баржа,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,91.20.02,,
,,ANC,,,Буксир,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,91.20.03,,
,,AND,,,Виброуплотнитель плавучий,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,91.20.04,,
,,ANE,,,Завозни,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,91.20.05,,
,,ANF,,,Катер буксирный,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,91.20.06,,
,,ANG,,,Кондуктор плавучий,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,91.20.07,,
,,ANH,,,Копер плавучий,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,91.20.08,,
,,ANJ,,,Кран плавучий,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,91.20.09,,
,,ANK,,,Площадка,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,"30.11.40.000.91.20.10-001
30.11.40.000.91.20.10-002
30.11.40.000.91.20.10-003
30.11.40.000.91.20.10-004",,
,,ANL,,,Платформа,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,30.11.40.000.91.20.10-007,,
,,ANM,,,Понтон,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,91.20.11,,
,,ANN,,,Снаряд землесосный,,"Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021)
Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39",,,91.20.12,ТО 30 30 20 01,
,,ANP,,,Станция насосная плавучая,,"Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021)
Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39",,,91.20.14,ТО 30 10 60 02,
,,ANQ,,,Станция водолазная,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,91.20.13,,
,,ANR,,,Станция перекачки землесосная,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,91.20.15,,
,,ANS,,,Шаланда,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,"30.11.33.190.91.20.16-001
30.11.33.190.91.20.16-002
30.11.33.190.91.20.16-003
30.11.33.190.91.20.16-004
30.11.33.190.91.20.16-005
30.11.33.190.91.20.16-006
30.11.33.190.91.20.16-007
30.11.33.190.91.20.16-008
30.11.33.190.91.20.16-009
30.11.33.190.91.20.16-010
30.11.33.190.91.20.16-011
30.11.33.190.91.20.16-012
30.11.33.190.91.20.16-500
30.11.33.190.91.20.16-502
30.11.33.190.91.20.16-504
30.11.33.190.91.20.16-506
30.11.33.190.91.20.16-507
30.11.33.190.91.20.16-508
30.11.33.190.91.20.16-509
30.11.33.190.91.20.16-510
30.11.33.190.91.20.16-511",,
,,ANT,,,Шлюпка,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,30.12.19.140.91.20.16-021,,
,AP,,,,"Приспособления, станки, установки",,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,91.21,,
,,APA,,,Аппарат для переработки битумосодержащих материалов,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,28.99.39.190.91.21.22-042,,
,,APB,,,Аппарат для снятия и измельчения старых дефектных рубероидных ковров,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,28.99.39.190.91.21.22-051,,
,,APC,,,Аппарат высокого давления,"Аппарат, предназначенный для очистки поверхностей мощной струёй воды от различного рода загрязнений, продуктов коррозии и старых покрытий: краски, лаков, плесени и т. п.",Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,91.21.02,,Определение синтезировано
,,,,APC010,Аппарат высокого давления обыкновенный,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,28.99.39.190.91.21.02-001,,
,,,,APC020,Агрегат передвижной с двигателем внутреннего сгорания для гидроочистки поверхностей,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,28.99.39.190.91.21.02-011,,
,,,,APC030,Аппарат моечный высокого давления,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,28.99.39.190.91.21.02-502,,
,,,,APC040,Аппарат передвижной высокого давления с двигателем внутреннего сгорания (моечное оборудование),,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,28.99.39.190.91.21.02-504,,
,,APD,,,"Аппарат пескоструйный, дробеструйный","Аппарат для очистки поверхности от старой краски, окалины, ржавчины (пескоструйная, дробеструйная очистка), для удаления загрязнений и обезжиривания поверхностей перед проведением покраски и для декорационных работ по стеклу и мрамору",Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,"91.21.03
",,Определение синтезировано
,,,,APD010,Аппарат напорно-струйный,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,28.29.22.140.91.21.03-001,,
,,,,APD020,Аппарат дробеструйный,,"Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021)
Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39",,,28.29.22.140.91.21.03-011,ТО 36 10 30 02,
,,,,APD030,Камера дробеструйная,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,28.29.22.140.91.21.03-021,,
,,,,APD040,Аппарат пескоструйный,,"Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021)
Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39",,,28.29.22.140.91.21.03-502,ТО 36 10 30 01,
,,,,APD050,Аппарат абразивоструйный,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,28.29.22.140.91.21.03-503 28.29.22.140.91.21.03-504 28.29.22.140.91.21.03-505 28.29.22.140.91.21.03-506 28.29.22.140.91.21.03-507 28.29.22.140.91.21.03-508,,
,,APE,,,Аппарат для плазменной резки,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,28.41.24.190.91.21.22-506,,
,,APF,,,Машина стенорезная,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,28.24.11.000.91.21.22-568 28.49.11.110.91.21.22-390,,
,,APG,,,Машина арматурно-навивочная,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,28.24.11.000.91.21.22-191,,
,,APH,,,Машина для райберовки отверстий,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,28.41.22.120.91.21.22-192,,
,,APJ,,,Машина листогибочная специальная (вальцы),,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,28.41.31.110.91.21.22-194,,
,,APK,,,Машина пневматическая для забивания в грунт под любым углом наклона к горизонту и извлечения стержней,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,28.24.12.110.91.21.22-195,,
,,APL,,,Установка,"Отдельный аппарат или совокупность устройств и (или) аппаратов, объединенных в данном месте, чтобы выполнять определенные цели, включая все средства для обеспечения их удовлетворительного оперирования",,Функция установки,,,,ГОСТ IEC 60050-151-2014
,,,,APL010,Установка алмазного бурения,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,91.21.20,,
,,,,APL020,Установка высокоскоростного газопламенного порошкового напыления,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,28.29.70.120.91.21.22-699,,
,,,,APL030,Установка газопламенного напыления проволоки,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,28.29.70.120.91.21.22-700,,
,,,,APL040,"Установка электродуговой металлизации толкающего типа, напыляемый материал металлическая проволока",,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,28.29.70.120.91.21.22-701,,
,,,,APL050,Установка для сварки полиэтиленовой пленки,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,27.90.31.110.91.21.22-446,,
,,,,APL060,Установка электрометаллизационная,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,28.49.12.130.91.21.22-447,,
,,,,APL070,Установка для вакуумирования и подсушки твердой изоляции силовых трансформаторов,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,28.29.60.000.91.21.22-431,,
,,,,APL080,Установка вакуумной обработки трансформаторного масла,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,28.29.60.000.91.21.22-432,,
,,,,APL090,Установка газотехнологическая,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,28.99.39.190.91.21.22-433,,
,,,,APL100,Установка дегазационная для кабельного масла,,"Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021)
Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39",,,28.29.60.000.91.21.22-434,ТО 38 50 50 03,
,,,,APL110,Установка передвижная маслоочистительная (центрифуги),,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,28.29.41.000.91.21.22-437,,
,,,,APL120,Установка передвижная цеолитовая,,"Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021)
Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39",,,28.29.60.000.91.21.22-438,ТО 38 50 50 02,
,,,,APL130,Установка электронагревательная для утюжки пола,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,28.21.13.128.91.21.22-439,,
,,,,APL140,Установка для заготовки защитных покрытий тепловой изоляции,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,28.29.60.000.91.21.22-441,,
,,,,APL150,Установка для заливки пенополиуретана,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,28.99.39.190.91.21.22-442,,
,,,,APL160,"Установка для изготовления бандажей, диафрагм, пряжек",,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,28.24.11.000.91.21.22-443,,
,,,,APL170,Установка для приготовления горячей рубероидной массы,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,28.99.39.190.91.21.22-444,,
,,,,APL180,Установка для приготовления клея,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,28.24.12.110.91.21.22-445,,
,,,,APL190,Установка для гидроочистки поверхности,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,26.51.66.190.91.21.22-674,,
,,,,APL200,Установка для подсушки твердой изоляции силовых трансформаторов,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,26.51.66.190.91.21.22-676,,
,,,,APL210,Установка переносная поверочная для счетчиков холодной и горячей воды,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,26.51.66.190.91.21.22-682,,
,,,,APL220,Установка пылеулавливающая,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,26.51.66.190.91.21.22-684,,
,,APM,,,Станок,,"Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021)
Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39",Функция станка,,91.21.19,ТО 42 30,
,,,,APM010,Станок для гнутья ручной,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,28.99.39.190.91.21.19-011,,
,,,,APM020,Станок для заточки бурового инструмента,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,28.41.23.120.91.21.19-012,,
,,,,APM030,Станок с абразивным кругом,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,28.24.11.000.91.21.19-013,,
,,,,APM040,Станок трубогибочный для труб,,"Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021)
Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39",,,28.41.31.110.91.21.19-014 28.41.31.110.91.21.19-015 28.41.31.110.91.21.19-016,"ТО 42 30 10 10
ТО 42 30 10 11",
,,,,APM050,Станок трубогибочный с электроприводом для труб,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,28.41.31.110.91.21.19-017,,
,,,,APM060,Станок для гибки арматуры,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,28.41.31.110.91.21.19-021,,
,,,,APM070,Станок для гибки и резки арматуры,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,28.41.24.190.91.21.19-023,,
,,,,APM080,Станок для резки керамики,,"Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021)
Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39",,,28.49.11.110.91.21.19-024,ТО 42 30 10 04,
,,,,APM090,Станок для резки огнеупоров,,"Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021)
Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39",,,28.49.11.110.91.21.19-025,ТО 42 30 10 05,
,,,,APM100,Станок для рубки арматуры,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,28.41.24.190.91.21.19-026,,
,,,,APM110,Станок камнерезный универсальный,,"Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021)
Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39",,,28.49.11.110.91.21.19-027,ТО 42 30 10 02,
,,,,APM120,Станок плоско-шлифовальный с крестовым столом и горизонтальным шпинделем высокой точности,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,28.41.23.130.91.21.19-028,,
,,,,APM130,Станок с электромеханическим приводом для размотки рулонного материала,,"Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021)
Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39",,,28.49.12.120.91.21.19-030,ТО 42 30 10 14,
,,,,APM140,Станок сверлильный,,"Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021)
Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39",,,28.41.22.110.91.21.19-031,"ТО 42 30 10 08
ТО 42 30 10 01",
,,,,APM150,Станок строгальный по металлу,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,28.41.24.110.91.21.19-032,,
,,,,APM160,Станок токарно-винторезный,,"Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021)
Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39",,,28.41.22.140.91.21.19-033,ТО 42 30 10 07,
,,,,APM170,Станок точильные двусторонние,,"Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021)
Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39",,,28.41.23.120.91.21.19-034,ТО 42 30 10 06,
,,,,APM180,Станок трубонарезный,,"Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021)
Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39",,,28.41.22.140.91.21.19-035,ТО 42 30 10 09,
,,,,APM190,Станок фальцепрокатный,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,28.41.23.190.91.21.19-037,,
,,,,APM200,Станок фрезерный,,"Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021)
Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39",,,28.41.22.130.91.21.19-038,ТО 42 30 10 13,
,,,,APM210,Станок электрические для резки стержневой арматуры,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,28.41.24.190.91.21.19-039,,
,,,,APM220,Станок для алмазного сверления,,"Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021)
Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39",,,28.49.11.110.91.21.19-500 28.49.11.110.91.21.19-502,"ТО 42 30 20 01
ТО 42 30 20 02",
,,,,APM230,Станок для гибки арматурной стали,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,28.41.31.110.91.21.19-504,,
,,,,APM240,"Станок для канатной резки бетона, железобетона и кирпича",,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,28.49.11.110.91.21.19-508,,
,,,,APM250,Станок для накатывания канавок (шлицов) на трубах,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,28.41.31.110.91.21.19-510,,
,,,,APM260,Станок для резки арматурной стали,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,28.41.24.190.91.21.19-512,,
,,,,APM270,Станок вертикальный резьбонарезной,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,28.41.22.140.91.21.19-542,,
,,,,APM280,Станок трубогибочный в комплекте с дорном для холодной гибки труб,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,28.41.31.110.91.21.19-543 28.41.31.110.91.21.19-544 28.41.31.110.91.21.19-545,,
,,APN,,,Пресс,,"Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021)
Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39",Функция пресса,,91.21.16,ТО 42 20 85,
,,,,APN010,Пресс-ножницы комбинированные,,"Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021)
Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39",,,28.41.33.190.91.21.16-001,ТО 42 20 60 03,
,,,,APN020,Пресс арматурный для стыкования арматуры периодического профиля,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,28.41.33.190.91.21.16-011,,
,,,,APN030,Пресс гидравлический с электроприводом,,"Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021)
Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39",,,28.41.33.130.91.21.16-012,ТО 42 20 85 01,
,,,,APN040,Пресс кривошипный простого действия,,"Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021)
Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39",,,28.41.33.190.91.21.16-013,ТО 42 20 85 02,
,,,,APN050,Пресс листогибочный кривошипный,,"Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021)
Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39",,,28.41.33.190.91.21.16-014,ТО 42 20 85 03,
,,,,APN060,Пресс гидравлический для вертикальной выправки стыков (рельсо-гибочный),,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,28.41.33.130.91.21.16-508,,
,,,,APN070,"Пресс гидравлический для запрессовки и выпрессовки, правки и гибки",,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,28.41.33.130.91.21.16-510,,
,,,,APN080,Пресс гидравлический настольный с ручным приводом,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,28.41.33.130.91.21.16-512,,
,,,,APN090,"Пресс для запрессовки и выпрессовки шпинтонов, в комплекте с насосной станцией",,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,28.41.33.190.91.21.16-534,,
,,,,APN100,Пресс однокривошипный открытый ненаклоняемый,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,28.41.33.190.91.21.16-546,,
,,,,APN110,Пресс гидравлический для изготовления образцов асфальтобетона,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,28.41.33.130.91.21.16-572 28.41.33.130.91.21.16-574,,
,,APP,,,Комплекс вакуумный для вирибровакуумной обработки бетона при устройстве полов,,"Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021)
Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39",,,28.24.11.000.91.21.22-161,ТО 36 10 10 01,
,,APQ,,,Тележка кабельная,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,30.20.31.121.91.21.22-401,,
,,APR,,,Сепаратор шлама,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,28.29.12.111.91.21.22-361,,
,,APS,,,Система гидравлическая для монтажа соединительных муфт,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,28.24.12.120.91.21.22-371,,
,,APT,,,Система радиографического контроля трубопроводов,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,28.99.39.190.91.21.22-471,,
,,APU,,,"Сборник для накопления, разбора и хранения очищенной (дистиллированной) воды",,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,25.30.12.119.91.21.22-646,,
,,APV,,,Гидромолот на базе шагающего экскаватора,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,28.92.40.120.91.21.22-704,,
,AQ,,,,"Машины для приготовления, подачи и укладки бетона и раствора",,"Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021)
Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39","Назначение (функция) машины
 установки",,91.07,ТО 20,
,,AQA,,,Бетононасос,,"Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021)
Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39",,Автобетононасос,91.07.02,"ТО 20 10 10 01
ТО 20 10 10 02
ТО 20 10 10 03
ТО 20 10 20 01",
,,AQB,,,Бетоносмеситель,,"Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021)
Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39",,,91.07.03,"ТО 20 20 10 01
ТО 20 20 10 02
ТО 20 20 20 01
ТО 20 20 20 02
ТО 20 20 20 03",
,,AQC,,,Виброоборудование,,"Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021)
Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39",,,91.07.04,"ТО 20 80 10 01
ТО 20 80 10 02",
,,AQD,,,Завод бетонный инвентарный,,"Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021)
Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39",,,91.07.05,ТО 20 10 20 02,
,,AQE,,,Комплекс для приготовления и очистки глинистых растворов,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,91.07.06,,
,,AQF,,,Растворонасос,,"Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021)
Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39",,,91.07.07,"ТО 20 50 10 01
ТО 20 50 10 02
ТО 20 50 10 03",
,,AQG,,,Растворосмеситель,,"Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021)
Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39",,Растворосмеситель передвижной,91.07.08,ТО 20 40,
,,AQH,,,Установка цементационная,,"Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021)
Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39",,,91.07.09,ТО 20 50 10 04,
,,AQJ,,,Цемент-пушка,,"Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021)
Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39",,,"28.92.30.150.91.07.10-021
28.92.30.150.91.07.10-031",ТО 20 70 10 03,
,,AQK,,,Растворонагнетатель,,"Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021)
Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39",,,28.92.30.150.91.07.10-011,ТО 20 10 20 03,
,,AQL,,,Установка инъекционная,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,28.92.30.150.91.07.11-001,,
,,AQM,,,Установка по приготовлению и подаче растворов из сухих смесей,,"Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021)
Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39",,,28.92.30.150.91.07.11-002,ТО 20 30 10 05,
,,AQN,,,Комплекс машин для устройства грунто-цементных свай по технологии струйной цементации,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,28.92.30.150.91.07.11-500,,
,,AQP,,,Машина инъекционная для цементации предварительно-напряженных анкеров,,"Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021)
Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39",,,28.92.30.150.91.07.11-502,ТО 20 90 10 02,
,,AQQ,,,Установка для приемки и подачи товарного раствора,,"Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021)
Приказ Москомэкспертизы от 26.06.2019 N МКЭ-ОД/19-39",,,28.92.30.150.91.07.11-506,ТО 20 30 10 04,
,,AQR,,,Установка смесительно-насосная стационарная,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,28.92.30.150.91.07.11-507,,
,,AQS,,,Бункер бетоносмесительный,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,28.92.30.150.91.07.11-508,,
,,AQT,,,Бетононасос-миксер прицепной с двигателем внутреннего сгорания,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,28.13.11.140.91.07.11-570,,
,,AQU,,,Силос для цемента,,Приказ Минстроя России от 02.03.2017 N 597/пр (ред. от 29.03.2021),,,28.92.40.139.91.07.01-011,,
