Класс,Подкласс 1,Подкласс 2,Подкласс 3,Тип (%%),Наименование,Определение,Источник,Критерии определения подклассов,Примеры,Код класса по КСР,Примечания
,,,,AMD280,Центратор для раструбной сварки труб из термопластов,Приспособление для сварки труб,КСР,,,28.29.70.91.17.04-600,Определение синтезировано
,AN,,,,"Суда, плавучие машины и агрегаты для подводно-технических работ",,КСР,"Назначение (функция) судна,
 машины,
 агрегата",,91.20,
,,ANA,,,Агрегат для подводно-технических работ,,КСР,,,91.20.01,
,,ANB,,,Баржа,,КСР,,,91.20.02,
,,ANC,,,Буксир,,КСР,,,91.20.03,
,,AND,,,Виброуплотнитель плавучий,,КСР,,,91.20.04,
,,ANE,,,Завозни,,КСР,,,91.20.05,
,,ANF,,,Катер буксирный,,КСР,,,91.20.06,
,,ANG,,,Кондуктор плавучий,,КСР,,,91.20.07,
,,ANH,,,Копер плавучий,,КСР,,,91.20.08,
,,ANJ,,,Кран плавучий,,КСР,,,91.20.09,
,,ANK,,,Площадка,,КСР,,,91.20.10,
,,ANL,,,Платформа,,КСР,,,91.20.10,
,,ANM,,,Понтон,,КСР,,,91.20.11,
,,ANN,,,Снаряд землесосный,,КСР,,,91.20.12,
,,ANP,,,Станция насосная плавучая,,КСР,,,91.20.13,
,,ANQ,,,Станция водолазная,,КСР,,,91.20.14,
,,ANR,,,Станция перекачки землесосная,,КСР,,,91.20.15,
,,ANS,,,Шаланда,,КСР,,,91.20.16,
,,ANT,,,Шлюпка,,КСР,,,91.20.16,
,AP,,,,"Приспособления, станки, установки",,КСР,,,91.21,
,,APA,,,Аппарат для переработки битумосодержащих материалов,,КСР,,,27.90.11.91.21.22-042,
,,APB,,,Аппарат для снятия и измельчения старых дефектных рубероидных ковров,,КСР,,,27.90.11.91.21.22-051,
,,APC,,,Аппарат высокого давления,"Аппарат, предназначенный для очистки поверхностей мощной струёй воды от различного рода загрязнений, продуктов коррозии и старых покрытий: краски, лаков, плесени и т. п.",КСР,,,91.21.02,Определение синтезировано
,,,,APC010,Аппарат высокого давления обыкновенный,,КСР,,,28.99.39.91.21.02-001,
,,,,APC020,Агрегат передвижной с двигателем внутреннего сгорания для гидроочистки поверхностей,,КСР,,,28.99.39.91.21.02-011,
,,,,APC030,Аппарат моечный высокого давления,,КСР,,,28.99.39.91.21.02-502,
,,,,APC040,Аппарат передвижной высокого давления с двигателем внутреннего сгорания (моечное оборудование),,КСР,,,28.99.39.91.21.02-504,
,,APD,,,"Аппарат пескоструйный, дробеструйный","Аппарат для очистки поверхности от старой краски, окалины, ржавчины (пескоструйная, дробеструйная очистка), для удаления загрязнений и обезжиривания поверхностей перед проведением покраски и для декорационных работ по стеклу и мрамору",КСР,,,"91.21.03
",Определение синтезировано
,,,,APD010,Аппарат напорно-струйный,,КСР,,,28.29.22.91.21.03-001,
,,,,APD020,Аппарат дробеструйный,,КСР,,,28.29.22.91.21.03-011,
,,,,APD030,Камера дробеструйная,,КСР,,,28.29.22.91.21.03-021,
,,,,APD040,Аппарат пескоструйный,,КСР,,,28.29.22.91.21.03-502,
,,,,APD050,Аппарат абразивоструйный,,КСР,,,28.29.22.91.21.03-503 28.29.22.91.21.03-504 28.29.22.91.21.03-505 28.29.22.91.21.03-506 28.29.22.91.21.03-507 28.29.22.91.21.03-508,
,,APE,,,Аппарат для плазменной резки,,КСР,,,28.24.12.91.21.22-506,
,,APF,,,Машина стенорезная,,КСР,,,"28.49.11.91.21.22-390
28.24.12.91.21.22-568",
,,APG,,,Машина арматурно-навивочная,,КСР,,,27.90.11.91.21.22-191,
,,APH,,,Машина для райберовки отверстий,,КСР,,,28.41.31.91.21.22-192,
,,APJ,,,Машина листогибочная специальная (вальцы),,КСР,,,28.41.31.91.21.22-194,
,,APK,,,Машина пневматическая для забивания в грунт под любым углом наклона к горизонту и извлечения стержней,,КСР,,,28.24.12.91.21.22-195,
,,APL,,,Установка,"Отдельный аппарат или совокупность устройств и (или) аппаратов, объединенных в данном месте, чтобы выполнять определенные цели, включая все средства для обеспечения их удовлетворительного оперирования",,Функция установки,,,ГОСТ IEC 60050-151-2014
,,,,APL010,Установка алмазного бурения,,КСР,,,91.21.20,
,,,,APL020,Установка высокоскоростного газопламенного порошкового напыления,,КСР,,,28.29.70.91.21.22-699,
,,,,APL030,Установка газопламенного напыления проволоки,,КСР,,,28.29.70.91.21.22-700,
,,,,APL040,"Установка электродуговой металлизации толкающего типа, напыляемый материал металлическая проволока",,КСР,,,27.90.31.91.21.22-701,
,,,,APL050,Установка для сварки полиэтиленовой пленки,,КСР,,,28.29.70.91.21.22-446,
,,,,APL060,Установка электрометаллизационная,,КСР,,,28.41.22.91.21.22-447,
,,,,APL070,Установка для вакуумирования и подсушки твердой изоляции силовых трансформаторов,,КСР,,,28.29.60.91.21.22-431,
,,,,APL080,Установка вакуумной обработки трансформаторного масла,,КСР,,,28.29.60.91.21.22-432,
,,,,APL090,Установка газотехнологическая,,КСР,,,28.99.39.91.21.22-433,
,,,,APL100,Установка дегазационная для кабельного масла,,КСР,,,28.29.60.91.21.22-434,
,,,,APL110,Установка передвижная маслоочистительная (центрифуги),,КСР,,,28.29.41.91.21.22-437,
,,,,APL120,Установка передвижная цеолитовая,,КСР,,,28.29.60.91.21.22-438,
,,,,APL130,Установка электронагревательная для утюжки пола,,КСР,,,28.21.13.91.21.22-439,
,,,,APL140,Установка для заготовки защитных покрытий тепловой изоляции,,КСР,,,28.29.60.91.21.22-441,
,,,,APL150,Установка для заливки пенополиуретана,,КСР,,,27.90.11.91.21.22-442,
,,,,APL160,"Установка для изготовления бандажей, диафрагм, пряжек",,КСР,,,27.90.11.91.21.22-443,
,,,,APL170,Установка для приготовления горячей рубероидной массы,,КСР,,,27.90.11.91.21.22-444,
,,,,APL180,Установка для приготовления клея,,КСР,,,28.24.12.91.21.22-445,
,,,,APL190,Установка для гидроочистки поверхности,,КСР,,,28.24.12.91.21.22-674,
,,,,APL200,Установка для подсушки твердой изоляции силовых трансформаторов,,КСР,,,28.29.60.91.21.22-676,
,,,,APL210,Установка переносная поверочная для счетчиков холодной и горячей воды,,КСР,,,28.24.12.91.21.22-682,
,,,,APL220,Установка пылеулавливающая,,КСР,,,28.24.12.91.21.22-684,
,,APM,,,Станок,,КСР,Функция станка,,91.21.19,
,,,,APM010,Станок для гнутья ручной,,КСР,,,28.99.39.91.21.19-011,
,,,,APM020,Станок для заточки бурового инструмента,,КСР,,,28.41.23.91.21.19-012,
,,,,APM030,Станок с абразивным кругом,,КСР,,,28.24.11.91.21.19-013,
,,,,APM040,Станок трубогибочный для труб,,КСР,,,28.41.31.91.21.19-014 28.41.31.91.21.19-015 28.41.31.91.21.19-016 ,
,,,,APM050,Станок трубогибочный с электроприводом для труб,,КСР,,,28.41.31.91.21.19-017,
,,,,APM060,Станок для гибки арматуры,,КСР,,,28.41.31.91.21.19-021,
,,,,APM070,Станок для гибки и резки арматуры,,КСР,,,28.41.24.91.21.19-023,
,,,,APM080,Станок для резки керамики,,КСР,,,28.49.11.91.21.19-024,
,,,,APM090,Станок для резки огнеупоров,,КСР,,,28.49.11.91.21.19-025,
,,,,APM100,Станок для рубки арматуры,,КСР,,,28.41.24.91.21.19-026,
,,,,APM110,Станок камнерезный универсальный,,КСР,,,28.49.11.91.21.19-027,
,,,,APM120,Станок плоско-шлифовальный с крестовым столом и горизонтальным шпинделем высокой точности,,КСР,,,28.41.23.91.21.19-028,
,,,,APM130,Станок с электромеханическим приводом для размотки рулонного материала,,КСР,,,28.49.12.91.21.19-030,
,,,,APM140,Станок сверлильный,,КСР,,,"28.41.22.91.21.19-031
30.20.31.91.21.19-103
28.41.22.91.21.19-546",
,,,,APM150,Станок строгальный по металлу,,КСР,,,28.41.24.91.21.19-032,
,,,,APM160,Станок токарно-винторезный,,КСР,,,28.41.22.91.21.19-033,
,,,,APM170,Станок точильные двусторонние,,КСР,,,28.49.12.91.21.19-034,
,,,,APM180,Станок трубонарезный,,КСР,,,28.41.22.91.21.19-035,
,,,,APM190,Станок фальцепрокатный,,КСР,,,28.41.23.91.21.19-037,
,,,,APM200,Станок фрезерный,,КСР,,,28.41.22.91.21.19-038,
,,,,APM210,Станок электрические для резки стержневой арматуры,,КСР,,,28.41.24.91.21.19-039,
,,,,APM220,Станок для алмазного сверления,,КСР,,,"28.41.31.91.21.19-500
28.41.31.91.21.19-502",
,,,,APM230,Станок для гибки арматурной стали,,КСР,,,28.41.31.91.21.19-504,
,,,,APM240,"Станок для канатной резки бетона, железобетона и кирпича",,КСР,,,28.41.31.91.21.19-508,
,,,,APM250,Станок для накатывания канавок (шлицов) на трубах,,КСР,,,28.41.31.91.21.19-510,
,,,,APM260,Станок для резки арматурной стали,,КСР,,,28.41.31.91.21.19-512,
,,,,APM270,Станок вертикальный резьбонарезной,,КСР,,,28.41.22.91.21.19-542,
,,,,APM280,Станок трубогибочный в комплекте с дорном для холодной гибки труб,,КСР,,, 28.41.22.91.21.19-543 28.41.22.91.21.19-544 28.41.22.91.21.19-545,
,,APN,,,Пресс,,КСР,Функция пресса,,91.21.16,
,,,,APN010,Пресс-ножницы комбинированные,,КСР,,,28.41.33.91.21.16-001,
,,,,APN020,Пресс арматурный для стыкования арматуры периодического профиля,,КСР,,,28.41.33.91.21.16-011,
,,,,APN030,Пресс гидравлический с электроприводом,,КСР,,,28.41.33.91.21.16-012,
,,,,APN040,Пресс кривошипный простого действия,,КСР,,,28.41.33.91.21.16-013,
,,,,APN050,Пресс листогибочный кривошипный,,КСР,,,28.41.33.91.21.16-014,
,,,,APN060,Пресс гидравлический для вертикальной выправки стыков (рельсо-гибочный),,КСР,,,28.41.33.91.21.16-508,
,,,,APN070,"Пресс гидравлический для запрессовки и выпрессовки, правки и гибки",,КСР,,,28.41.33.91.21.16-510,
,,,,APN080,Пресс гидравлический настольный с ручным приводом,,КСР,,,30.11.33.91.21.16-500,
,,,,APN090,"Пресс для запрессовки и выпрессовки шпинтонов, в комплекте с насосной станцией",,КСР,,,28.41.33.91.21.16-534,
,,,,APN100,Пресс однокривошипный открытый не наклоняемые,,КСР,,,28.41.33.91.21.16-546,
,,,,APN110,Пресс гидравлический для изготовления образцов асфальтобетона,,КСР,,,"28.41.33.91.21.16-572
28.41.33.91.21.16-574",
,,APP,,,Комплекс вакуумный для вирибровакуумной обработки бетона при устройстве полов,,КСР,,,28.24.11.91.21.22-161,
,,APQ,,,Тележка кабельная,,КСР,,,30.20.31.91.21.22-401,
,,APR,,,Сепаратор шлама,,КСР,,,28.29.12.91.21.22-361,
,,APS,,,Система гидравлическая для монтажа соединительных муфт,,КСР,,,28.24.12.91.21.22-371,
,,APT,,,Система радиографического контроля трубопроводов,,КСР,,,26.51.66.91.21.22-471,
,,APU,,,"Сборник для накопления, разбора и хранения очищенной (дистиллированной) воды",,КСР,,,25.73.60.91.21.22-646,
,,APV,,,Гидромолот на базе шагающего экскаватора,,КСР,,,28.24.12.91.21.22-704,
,AQ,,,,"Машины для приготовления, подачи и укладки бетона и раствора",,КСР,"Назначение (функция) машины
 установки",,91.07,
,,AQA,,,Бетононасос,,КСР,,,91.07.02,
,,AQB,,,Бетоносмеситель,,КСР,,,91.07.03,
,,AQC,,,Виброоборудование,,КСР,,,91.07.04,
,,AQD,,,Завод бетонный инвентарный,,КСР,,,91.07.05,
,,AQE,,,Комплекс для приготовления и очистки глинистых растворов,,КСР,,,91.07.06,
,,AQF,,,Растворонасос,,КСР,,,91.07.07,
,,AQG,,,Растворосмеситель,,КСР,,,91.07.08,
,,AQH,,,Установка цементационная,,КСР,,,91.07.09,
,,AQJ,,,"Цемент-пушка,",,КСР,,,91.07.10,
,,AQK,,,Растворонагнетатель,,КСР,,,91.07.10,
,,AQL,,,Установка инъекционная,,КСР,,,28.92.30.91.07.11-001,
,,AQM,,,Установка по приготовлению и подаче растворов из сухих смесей,,КСР,,,28.92.40.91.07.11-002,
,,AQN,,,Комплекс машин для устройства грунто-цементных свай по технологии струйной цементации,,КСР,,,28.92.40.91.07.11-500,
,,AQP,,,Машина инъекционная для цементации предварительно-напряженных анкеров,,КСР,,,28.92.40.91.07.11-502,
,,AQQ,,,Установка для приемки и подачи товарного раствора,,КСР,,,28.92.40.91.07.11-506,
,,AQR,,,Установка смесительно-насосная стационарная,,КСР,,,28.92.40.91.07.11-507,
,,AQS,,,Бункер бетоносмесительный,,КСР,,,28.92.40.91.07.11-508,
,,AQT,,,Бетононасос-миксер прицепной с двигателем внутреннего сгорания,,КСР,,,28.92.40.91.07.11-570,
,,AQU,,,Силос для цемента,,КСР,,,28.92.40.91.07.01-011,
,AR,,,,"Машины и агрегаты для тоннелестроения, горнопроходческих работ и строительства метрополитенов",,КСР,"Назначение (функция) машины
 агрегата",,91.03,
,,ARA,,,Блокоукладчик,,КСР,,,91.03.01,
,,ARB,,,Вентилятор,,КСР,,,91.03.02,
,,ARC,,,Комплекс и комбайн проходческие,,КСР,,,91.03.05,
,,ARD,,,Машина погрузочная,,КСР,,,91.03.06,
,,ARE,,,Перфоратор колонковый,,КСР,,,91.03.08,
,,ARF,,,Подъем,,КСР,,,91.03.09,
,,ARG,,,Станок буровой для бурения скважин в подземных условиях,,КСР,,,91.03.10,
,,ARH,,,Толкатель вагонеток,,КСР,,,91.03.12,
,,ARJ,,,Тюбингоукладчик,,КСР,,,91.03.13,
,,ARK,,,Узел тампонажный,,КСР,,,91.03.14,
,,ARL,,,Установка бурильная,,,,,,
,,,,ARL010,Установка бурильная пневматическая,,КСР,,,91.03.15,
,,,,ARL020,Установка бурильная стволовая пневмогидравлические,,КСР,,,91.03.16,
,,ARM,,,Выпрямитель,,,,,,
,,,,ARM010,Выпрямитель кремниевый силовой шахтный,,КСР,,,27.11.50.91.03.19-002,
,,,,ARM020,Выпрямитель для зарядки аккумуляторных батарей,,КСР,,,27.11.50.91.03.19-001,
,,ARN,,,Кабелепередвижчик на гусеничном ходу,,КСР,,,28.22.14.91.03.19-011,
,,ARP,,,Лесоспуск в шахтном стволе,,КСР,,,28.92.11.91.03.19-031,
,,ARQ,,,Опрокидыватель круговой,,КСР,,,28.22.18.91.03.19-061,
,,ARR,,,Откатка концевая,,КСР,,,28.22.11.91.03.19-071,
,,ARS,,,Питатель пластинчатый,,КСР,,,28.99.39.91.03.19-081,
,,ART,,,Сболчиватель пневматический,,КСР,,,28.24.12.91.03.19-091,
,,ARU,,,Сверло горное,,КСР,,,25.73.40.91.03.19-101,
,,ARV,,,Комплекс георадарный аппаратнопрограммный многоканальный при ведении щитовой проходки,,КСР,,,28.92.12.91.03.19-502,
,,ARW,,,Комплекс откатки грузов по наклонным выработкам с дизельным локомотивом,,КСР,,,28.92.12.91.03.19-504,
,,ARX,,,Механизированная установка на базе автомобильного шасси для монтажа кабеленесущих конструкций в подземных сооружениях,,КСР,,,28.92.12.91.03.19-512,
,,ARY,,,Мотовоз узкой колеи,,КСР,,,28.92.12.91.03.19-514,
,,ARZ,,,Рельсорез,,КСР,,,28.92.12.91.03.19-520,
,AS,,,,Машины для сооружений линий связи и электропередач,,КСР,Назначение машины,,91.11,
,,ASA,,,Кабелеукладчик,,КСР,,,91.11.01,
,,ASB,,,Аппарат смазочный тросовый,,КСР,,,28.99.39.91.11.02-001,
,,ASC,,,Волокуша,,КСР,,,28.22.18.91.11.02-011,
,,ASD,,,Комплекс для монтажа проводов методом под тяжением,,КСР,,,28.99.39.91.11.02-021,
,,ASE,,,Лаборатория передвижная измерительно-настроечная,,КСР,,,26.51.66.91.11.02-031,
,,ASF,,,Машина для горизонтального прокола грунта на базе автомобиля,,КСР,,,28.92.12.91.11.02-041,
,,ASG,,,Пропорщик прицепной,,КСР,,,29.20.23.91.11.02-051,
,,ASH,,,Тележка раскаточная на гусеничном ходу,,КСР,,,28.99.39.91.11.02-061,
,,ASJ,,,Траншеезасыпщик прицепной колесный,,КСР,,,29.20.23.91.11.02-071,
,,ASK,,,Установка для пневмопрокладки волоконно-оптического кабеля,,КСР,,,28.12.14.91.11.02-091,
,,ASL,,,Траншеекопатель с режущим скальным диском на гусеничном ходу,,КСР,,,28.92.27.91.11.02-092,
,AT,,,,Электростанции,Энергоустановка или группа энергоустановок для производства электрической энергии или электрической энергии и тепла,КСР,Тип электростанции станции,,91.16,ГОСТ 19431-84
,,ATA,,,Электростанция передвижная,,КСР,,,91.16.01,
,,,,ATA010,Электростанция передвижная прицепная,,КСР,,,27.11.32.91.16.01-502,
,,,,ATA020,Установка дизель-генераторная,,КСР,,,27.11.31.91.16.01-500,
,,ATB,,,Электростанция стационарная,,КСР,,,91.16.03,
,AU,,,,Машины и агрегаты для бурения,,КСР,Способ бурения,,91.04,
,,AUA,,,Установка вращательного бурения,,КСР,,,91.04.01,
,,,,AUA010,Машина барражная,,КСР,,,28.92.12.91.04.01-001,
,,,,AUA020,Буровая установка,,КСР,,,28.92.12.91.04.01-011,
,,,,AUA030,Комплект оборудования для бурения,,КСР,,,28.92.61.91.04.01-021,
,,,,AUA040,Машина бурильно-крановая,,КСР,,,28.92.12.91.04.01-031 28.92.12.91.04.01-032 ,
,,,,AUA050,Машина бурильная,,КСР,,,28.92.12.91.04.01-033 28.92.12.91.04.01-035 28.92.12.91.04.01-036 28.92.12.91.04.01-037,
,,,,AUA060,Молоток бурильный,,КСР,,,28.92.12.91.04.01-041 28.92.12.91.04.01-042 28.92.12.91.04.01-043 28.92.12.91.04.01-044 28.92.12.91.04.01-045 28.92.12.91.04.01-046,
,,,,AUA070,Установка для устройства лучевых дренажных скважин,,КСР,,,28.92.12.91.04.01-075,
,,,,AUA080,Гидровращатель (гидробур),,КСР,,,28.92.12.91.04.01-090 28.92.12.91.04.01-092,
,,AUB,,,Установка направленного бурения,,КСР,,,91.04.02,
,,,,AUВ010,Машина горизонтального бурения,,КСР,,,28.92.12.91.04.02-001,
,,,,AUВ020,Установка горизонтального бурения,,КСР,,,28.92.12.91.04.02-021 28.92.12.91.04.02-022 28.92.12.91.04.02-023 28.92.12.91.04.02-024,
,,,,AUВ030,Установка направленного бурения для бестраншейной прокладки,,КСР,,,28.92.12.91.04.02-031 28.92.12.91.04.02-032 28.92.12.91.04.02-033 28.92.12.91.04.02-034,
,,,,AUВ040,Установка горизонтально-направленного бурения,,КСР,,,"28.92.12.91.04.02-500
28.92.12.91.04.02-501",
,,AUC,,,Установка ударно-канатного бурения,,КСР,,,91.04.03,
,,,,AUC010,Станок ударно-канатного бурения малогабаритный,,КСР,,,28.92.12.91.04.03-001,
,,,,AUC020,Станок ударно-канатного бурения,,КСР,,,28.92.12.91.04.03-011 28.92.12.91.04.03-012 28.92.12.91.04.03-013 28.92.12.91.04.03-500,
,AV,,,,"Cтанции компрессорные, компрессоры",,КСР,,,91.18,
,,AVA,,,Компрессор,Энергетическая машина или устройство для повышения давления и перемещения газа или их смесей (рабочей среды).,,,,,ГОСТ 28567-90
,,,,AVA010,Компрессор передвижной,,КСР,,,91.18.01,
,,,,AVA020,Компрессор стационарный,,КСР,,,28.13.28.91.18.03-001,
,,,,AVA030,Компрессор переносной электрический,,КСР,,,28.13.28.91.18.03-504,
,,AVB,,,Станция компрессорная,"Компрессор (установка, станция), местоположение которого при эксплуатации не меняется",КСР,,,91.18.02,ГОСТ 28567-90
,,AVC,,,Оборудование прицепное для откачки воды,,,,,,
,,,,AVC010,Оборудование прицепное для откачки воды блок компрессорно-силовой с двигателем внутреннего сгорания,,КСР,,,28.13.28.91.18.03-011,
,,,,AVC020,Оборудование прицепное для откачки воды станция компрессорная передвижная с электродвигателем,,КСР,,,28.13.28.91.18.03-012,
,,AVD,,,Модуль фильтрационный,,КСР,,,28.29.12.91.18.03-506 28.29.12.91.18.03-508 28.29.12.91.18.03-510 28.29.12.91.18.03-512,
,,AVE,,,Установка пневматическая для очистки внутренних поверхностей трубопровода,,КСР,,,28.13.28.91.18.03-514,
,,AVF,,,Фильтр передвижной механический самоочищающийся кассетный с компрессором,,КСР,,,28.13.24.91.18.01-518,
,AW,,,,"Насосы, станции насосные, холодильные и замораживающие",,КСР,,,91.19,
,,AWA,,,Насос,"Машина (механическое устройство), включающая в себя всасывающий и напорный присоединительные патрубки и выступающие части своих валов, предназначенная для создания потока жидкой среды",,,,,ГОСТ ISO 17769-2-2015
,,,,AWA010,Илосос,,КСР,,,91.19.01,
,,,,AWA020,Маслонасос,,КСР,,,91.19.02,
,,,,AWA030,Насос буровой,,КСР,,,91.19.04,
,,,,AWA040,Насос водоотлива из тоннелей,,КСР,,,91.19.05,
,,,,AWA050,Насос грязевый,,КСР,,,91.19.06,
,,,,AWA060,Насос для охлаждающей жидкости,,КСР,,,91.19.07,
,,,,AWA070,Насос перекачки воды,,КСР,,,91.19.08,
,,,,AWA080,Насос вакуумный,,КСР,,,"28.13.21.91.19.12-021
28.13.21.91.19.12-022",
,,,,AWA090,Насос струйный высокого давления,,КСР,,," 
28.12.13.91.19.12-023",
,,,,AWA100,Насос для подмыва грунта,,КСР,,,28.92.30.91.19.12-042,
,,,,AWA110,Насос фекальный,,КСР,,,28.12.13.91.19.12-044,
,,,,AWA120,Мотопомпа,,КСР,,,28.13.14.91.19.12-504,
,,AWB,,,Насосная станция,Комплекс гидротехнических сооружений и оборудования для подъема воды насосами.,,,,,ГОСТ 19185-73
,,,,AWB010,Станция землесосная перекачки стационарная,,КСР,,,91.19.09,
,,,,AWB020,"Станция насосная, кроме плавучих",,КСР,,,91.19.10,
,,,,AWB030,Маслостанция,,КСР,,,91.19.03,
,,,,AWB040,Станция насосная плавучая дизельная,,КСР,,,28.92.21.91.19.12-510,
,,,,AWB050,Станция гидравлическая,,КСР,,,28.12.16.91.19.12-525,
,,AWC,,,Станция холодильная и замораживающая,,КСР,,,91.19.11,
,,AWD,,,Установка насосная,,,,,,
,,,,AWD010,Установка иглофильтровая легкая,,КСР,,,28.13.14.91.19.12-520,
,,,,AWD020,Установки для обезвоживания илового осадка,,КСР,,,28.99.39.91.19.12-516,
,,,,AWD030,Гидромониторно-насосная установка дизельная стационарная,,КСР,,,"28.13.13.91.19.12-011
28.13.13.91.19.12-012",
,,,,AWD040,Насосная установка водоотливная,,КСР,,,28.12.13.91.19.12-031,
,,,,AWD050,Установка насосная для перекачивания вязких и загрязненных взвешенными примесями жидкостей,,КСР,,,28.12.13.91.19.12-051,
,,,,AWD060,"Установка насосная для откачки сточных вод и канализационных стоков, подключение 3 санитарно-технических прибора",,КСР,,,28.12.13.91.19.12-512,
,,,,AWD070,Установка водоотливная на базе трактора,,КСР,,,28.13.14.91.19.12-514,
,,,,AWD080,Установка для обезвоживания осадка с Бельмер-каскадом,,КСР,,,28.99.39.91.19.12-516,
,,AWE,,,Агрегат электронасосный,"Агрегат, состоящий из насоса или нескольких насосов и приводящего двигателя, соединённых между собой",,,,,Определение синтезировано
,,,,AWE010,"Агрегат электронасосный для опрессовки сосудов, котлов и систем трубопроводов",,КСР,,,28.13.14.91.19.12-500,
,,,,AWE020,Агрегат электронасосный с регулированием подачи вручную для нейтральных жидкостей и суспензий,,КСР,,,28.13.14.91.19.12-006,
,,AWF,,,Установка сепарационная,"Установка, предназначенная для разделения пароводяной смеси на пар и воду",КСР,,,28.99.39.91.19.12-524,Определение синтезировано
,AX,,,,Агрегаты для общестроительных работ,,,,,,
,,AXA,,,Парогенератор,,КСР,,,91.21.13,
,,AXB,,,Мешалка электрическая с перфорированным барабаном,,КСР,,,28.24.11.91.21.22-211,
,,AXC,,,Фильтр-пресс,,КСР,,,28.29.12.91.21.22-461,
,,AXD,,,Выпрямитель полупроводниковый для подогрева трансформаторов,,КСР,,,28.29.70.91.21.22-091,
,,AXE,,,Автоклав для вулканизации резинового покрытия,,КСР,,,27.90.11.91.21.22-001,
,,AXF,,,Автомат канатной резки,,КСР,,,28.41.24.91.21.22-011,
,,AXG,,,Инфракрасный нагреватель мягкой кровли,,КСР,,,28.21.13.91.21.22-041,
,,AXH,,,Горн,,КСР,,,28.21.12.91.21.22-101,
,,AXJ,,,Дистиллятор электрический (аквадистиллятор),,КСР,,,28.24.12.91.21.22-526,
,,AXK,,,Вентилятор радиальный общего назначения,,КСР,,,28.25.20.91.21.22-071,
,AY,,,,Агрегаты для отделочных работ,,,,,,
,,AYA,,,Краскораспылитель пневматический,,КСР,,,28.29.22.91.21.01-001,
,,AYB,,,Агрегат для подачи грунтовки,,КСР,,,28.29.22.91.21.01-011,
,,AYC,,,Агрегат окрасочный,,КСР,,,91.21.01,
,,,,AYC010,Агрегат окрасочный высокого давления для окраски поверхностей конструкций,,КСР,,,"28.29.22.91.21.01-012
28.29.22.91.21.01-013",
,,,,AYС020,Агрегат окрасочный с пневматическим распылением для окраски фасадов зданий,,КСР,,," 
28.29.22.91.21.01-014",
,,,,AYС030,Аппарат окрасочный безвоздушного распыления,,КСР,,,28.29.22.91.21.01-021,
,,,,AYС040,Аппарат окрасочный пневмоприводного безвоздушного распыления,,КСР,,,28.29.22.91.21.01-512,
,,,,AYС050,Аппарат окрасочный электроприводного безвоздушного распыления,,КСР,,,28.29.22.91.21.01-514,
,,AYD,,,Агрегат шпатлево-окрасочный,,КСР,,,28.29.22.91.21.01-016,
,,AYE,,,Камера окрасочно-сушильная,,КСР,,,28.99.39.91.21.01-031,
,,AYF,,,Краскотерка,,КСР,,,28.24.11.91.21.01-051,
,,AYG,,,Установка аэродинамическая для напыления тепловой изоляции,,КСР,,,28.13.28.91.21.01-061,
,,AYH,,,Агрегат штукатурный,,КСР,,,28.29.22.91.21.01-508,
,,AYJ,,,Станция штукатурная,,КСР,,,28.29.22.91.21.01-516,
,,,,AYJ010,Станция штукатурная двойного перемешивания,,КСР,,,28.29.22.91.21.01-516,
,,,,AYJ020,Станция штукатурная обыкновенная,,Каталоги организаций,,,,
,,AYK,,,Установка пневматическая для распыления агрессивной жидкости,,КСР,,,28.29.22.91.21.01-518,
,,AYL,,,Установка распылительная пастообразных материалов в комплекте с мембранным компрессором,,КСР,,,28.29.22.91.21.01-520,
,,AYM,,,Агрегат для нанесения составов методом торкретирования,,КСР,,,28.29.22.91.21.22-021,
,,AYN,,,Электроклееварка,,Архитектурная энциклопедия. Примерные нормы оснащения строительным инвентарем и инструментами сроки их службы и нормативы затрат по износу,,,,
,AZ,,,,Машины и оборудование для демонтажных работ,"Машины и оборудование, применяемые при демонтажных работах зданий и сооружений",Каталоги организаций,,,,
,,AZA,,,Экскаватор-разрушитель (демолятор),Построенная на базе гусеничного экскаватора специализированная машина для демонтажа зданий и сооружений из кирпича железобетона и иных материалов,Каталоги организаций,,,,Определение синтезировано
,,AZB,,,Шар-баба,"Сменное рабочее оборудование экскаватора или крана с тросовым приводом, предназначенное для разрушения мерзлых грунтов, негабарита, конструкций сооружений",Каталоги организаций,,,,Определение синтезировано
,,AZC,,,Дробильный ковш,"Инструмент, который используется при разрушении старых зданий и сооружений",Каталоги организаций,,,,Определение синтезировано
,,AZD,,,Гидроножницы-бетоноломы,"Вид гидроножниц, которые применяются для разрушения железобетонных конструкций",Каталоги организаций,,,,Определение синтезировано
,,AZE,,,Демонтажная фреза,Оборудование для разрушения конструкций,Каталоги организаций,,,,Определение синтезировано
,,AZF,,,Мобильный перерабатывающий комплекс,"Мобильный перерабатывающий комплекс, позволяющий осуществлять полную рециклинговую фазу (переработка, измельчение) стройотходов",Каталоги организаций,,,,Определение синтезировано
B,,,,,"Оборудование, приборы и материалы",,,,,,Наименование синтезировано
,BA,,,,Оборудование и приборы для проведения обследований и испытаний,"Оборудование и приборы, применяемые при обследовании и испытании консткурций, зданий и сооружений",,Назначение (функция) прибора,,,
,,BAA,,,Прибор для измерения сцепления (адгезии) покрытия с основанием,,,,,,
,,,,BAA010,Адгезиметр,,ГОСТ 28574-2014,,,,
,,BAB,,,Прибор для измерения содержания влаги,,,,,,
